X,Y,fid,gml_id,OBJECTID,C_S_Nr,C_S_Name,C_S_SG,C_S_Str,C_S_HNr,C_S_PLZ,C_S_Ort,C_S_Email,C_S_HomeP,C_S_GEO_X,C_S_GEO_Y,C_S_Status,C_S_SF,C_S_SF_Sta,C_S_GTA,C_S_Traeg,C_S_SI,C_S_PrSt,C_S_SuS,C_S_SuS_ES,C_S_SuS_PS,C_S_SuS_S1,C_S_SuS_S2,Schwerpunkt
563483.307,5944113.99899999984,C_2015_Schulen_PrSt.127,id1376e781-49ee-4842-8030-98249c5b446c,166,5348,Grundschule Sachsenweg,40003,Sachsenweg,74,22455,Hamburg,schule-sachsenweg@bsb.hamburg.de,http://www.grundschule-sachsenweg.de,563483.307,5944113.999,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,231,44,187,0,0,
561158.872,5942435.292,C_2015_Schulen_PrSt.128,idf4616a6a-5ee7-46ac-af26-ab5d77eb6380,167,5349,Schule Röthmoorweg,41012,Röthmoorweg,9,22459,Hamburg,schule-roethmoorweg@bsb.hamburg.de,http://www.roethmoorweg.de,561158.872,5942435.292,staatl.,G,G,GBS (immer mit Träger),,2,PrSt,133,6,127,0,0,
563523.216,5934881.00299999956,C_2015_Schulen_PrSt.129,id4d9b2db7-74a0-4278-a0ff-1b5aa76a49b9,168,5350,ReBBZ Altona,21002,Sommerhuder Straße,18,22767,Hamburg,rebbz-altona-bildung-bernstorffstrasse@bsb.hamburg.de,,563523.216,5934881.003,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,166,3,58,105,0,
557052.044,5938519.418,C_2015_Schulen_PrSt.130,id61695f1c-633b-4a88-9e62-aa2c543b3048,169,5351,ReBBZ Altona-West,28009,Böttcherkamp,144,22549,Hamburg,rebbz-altona-west-bildung@bsb.hamburg.de,,557052.044,5938519.418,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,109,0,13,96,0,
580067.619,5928135.805,C_2015_Schulen_PrSt.131,idf916e59c-f192-497b-b8b0-68d9d4de3ea0,170,5352,ReBBZ Bergedorf,75015,Billwerder Billdeich,648 a,21031,Hamburg,ReBBZ-bergedorf-bildung-leuschnerstrasse@bsb.hamburg.de,,580067.619,5928135.805,staatl.,SO,SO,GBS (immer mit Träger),,-1,PrSt,218,12,106,100,0,
562615.127,5941987.227,C_2015_Schulen_PrSt.132,id3cfb426f-bbe4-44e0-855c-728beaa4fd60,171,5353,ReBBZ Eimsbüttel,40016,Bindfeldweg,37,22459,Hamburg,rebbz-eimsbuettel-bildung-bindfeldweg@bsb.hamburg.de,,562615.127,5941987.227,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,93,0,32,61,0,
557308.379,5925643.29399999976,C_2015_Schulen_PrSt.133,id7725f797-0eda-4d56-9fd1-9a4ffdad119a,172,5354,ReBBZ Süderelbe,101007,Neumoorstück,2,21147,Hamburg,rebbz-suederelbe-bildung@bsb.hamburg.de,http://www.frieda-stoppenbrink-schule.de,557308.379,5925643.294,staatl.,SO,SO,GTS-Übergang,,-1,PrSt,103,0,2,101,0,
574422.38,5939016.06099999975,C_2015_Schulen_SekI.14,iddfc5ad8d-71b9-4d9a-9b26-2cdd45727f93,34,5046,Gyula Trebitsch Schule Tonndorf,61004,Barenkrug,16,22159,Hamburg,gyula-trebitsch-schule-tonndorf@bsb.hamburg.de,http://www.gyula-trebitsch-schule-tonndorf.de,574422.38,5939016.061,staatl.,STS,STS,GTS ohne Träger,,4,,1466,0,0,1202,264,
564679.619,5923237.97,C_2015_Schulen_PrSt.134,id96dc8bf0-787a-466e-84cc-3a66b4ed0bb1,173,5355,ReBBZ Harburg,96005,Kapellenweg,63,21073,Hamburg,rebbz-harburg-bildung-baererstrasse@bsb.hamburg.de,,564679.619,5923237.97,staatl.,SO,SO,GBS (immer mit Träger),,-1,PrSt,305,10,94,201,0,
572969.798,5933673.39599999972,C_2015_Schulen_PrSt.135,id6dbf505c-1365-4a24-9272-562c508cbfd1,174,5356,ReBBZ Billstedt,12007,Steinfeldtstraße,1,22119,Hamburg,rebbz-billstedt-bildung@bsb.hamburg.de,,572969.798,5933673.396,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,186,0,55,131,0,
567217.172,5928532.137,C_2015_Schulen_PrSt.136,id31a579fc-790d-43fc-b7a0-69310d2b4df1,175,5357,ReBBZ Wilhelmsburg,16017,Krieterstraße,2 a,21109,Hamburg,rebbz-wilhelmsburg-bildung-krieterstrasse@bsb.hamburg.de,,567217.172,5928532.137,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,301,11,131,159,0,
569606.81,5934389.795,C_2015_Schulen_PrSt.137,id3a4d7516-3b82-4b8d-9db2-ae2708265b69,176,5358,ReBBZ Mitte,9002,Laeiszstraße,12,20537,Hamburg,rebbz-mitte-bildung@bsb.hamburg.de,,569606.81,5934389.795,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,154,0,50,104,0,
567213.374,5942382.47599999979,C_2015_Schulen_PrSt.138,idaea21eef-a0d6-4e59-84ce-a280b7af4e3c,177,5359,ReBBZ Winterhude,55008,Winterhuder Weg,11,22335,Hamburg,rebbz-winterhude-bildung-eschenweg@bsb.hamburg.de,http://www.hamburg.de/rebbz-winterhude,567213.374,5942382.476,staatl.,SO,SO,GBS (immer mit Träger),,-1,PrSt,154,8,82,64,0,
567477.365,5941119.105,C_2015_Schulen_PrSt.139,idf4b2f240-a28a-45b8-b94f-3553480172f4,178,5360,ReBBZ Nord,47003,Sengelmannstraße,50,22297,Hamburg,rebbz-nord-bildung@bsb.hamburg.de,,567477.365,5941119.105,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,125,0,26,99,0,
572255.363,5942260.057,C_2015_Schulen_PrSt.140,idb2635229-6225-49e1-a871-93de260c95da,179,5361,ReBBZ Wandsbek-Nord,63008,Wildschwanbrook,9,22175,Hamburg,rebbz-wandsbek-nord-bildung-hohnerkamp@bsb.hamburg.de,,572255.363,5942260.057,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,242,0,41,201,0,
571134.723,5935369.668,C_2015_Schulen_PrSt.141,id9c6c6fbb-6369-4984-bc9e-a074073ef5f8,180,5362,ReBBZ Wandsbek-Süd,59002,Hammer Straße,124,22043,Hamburg,rebbz-wandsbek-sued-bildung-zitzewitzstr@bsb.hamburg.de,,571134.723,5935369.668,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,389,0,104,285,0,
565906.969,5939071.012,C_2015_Schulen_PrSt.142,id82faedfc-81a0-4da6-b7f5-d3a3bc812d16,181,5400,Schule Alsterdorfer Straße,48009,Alsterdorfer Straße,39,22299,Hamburg,Schule-Alsterdorfer-Strasse@bsb.hamburg.de,http://www.grundschule-alsterdorferstrasse.hamburg.de,565906.969,5939071.012,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,350,38,312,0,0,1
567120.491,5937768.94699999969,C_2015_Schulen_PrSt.143,id82319feb-e136-469b-929d-dec4ad9eec2f,182,5404,Schule Forsmannstraße,48022,Forsmannstraße,32,22303,Hamburg,schule-forsmannstrasse@bsb.hamburg.de,http://www.forsmannstrasse.hamburg.de,567120.491,5937768.947,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,341,22,319,0,0,
568006.308,5936556.775,C_2015_Schulen_PrSt.144,id518f13de-3383-45bc-a288-d478a43d5d56,183,5405,Schule Humboldtstraße,51015,Humboldtstraße,30,22083,Hamburg,Schule-Humboldtstrasse@bsb.hamburg.de,http://www.hu30.de/,568006.308,5936556.775,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,247,21,226,0,0,1
565554.122,5938377.985,C_2015_Schulen_PrSt.145,idfc508638-3513-4a8d-b89a-6057d2394676,184,5409,Schule Knauerstraße,45009,Knauerstraße,22,20249,Hamburg,schule-knauerstrasse@bsb.hamburg.de,http://www.schuleknauerstrasse.hamburg.de,565554.122,5938377.985,staatl.,G,G,GBS (immer mit Träger),,6,PrSt,238,22,216,0,0,
565237.724,5938559.592,C_2015_Schulen_PrSt.146,id7dd1afa0-388e-4500-9921-58561c655d10,185,5413,Marie-Beschütz-Schule,45008,Schottmüllerstraße,23,20251,Hamburg,marie-beschuetz-schule@bsb.hamburg.de,http://www.marie-beschuetz-schule.de/,565237.724,5938559.592,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,358,37,321,0,0,
567394.02,5937031.59399999958,C_2015_Schulen_PrSt.147,id12a03983-bb81-4de3-8596-d42747322c85,186,5416,Schule auf der Uhlenhorst,49001,Winterhuder Weg,126,22085,Hamburg,schule-auf-der-uhlenhorst@bsb.hamburg.de,http://www.schule-uhlenhorst.de,567394.02,5937031.594,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,343,59,284,0,0,
567514.333,5941055.438,C_2015_Schulen_PrSt.148,id9e1a0f18-fd95-4043-a42a-f2f0966cc615,187,5417,Kurt-Juster-Schule,47006,Alsterdorfer Straße,420,22297,Hamburg,kurt-juster-schule@bsb.hamburg.de,http://www.kurt-juster-schule.hamburg.de/,567514.333,5941055.438,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,82,0,31,44,7,
567192.515,5938528.258,C_2015_Schulen_PrSt.149,idb285cad0-d5f0-4130-b3dc-92f88551000c,188,5418,Bildungszentrum für Blinde und Sehbehinderte,48011,Carl-Cohn-Straße,2,22303,Hamburg,bzbs-hamburg@bsb.hamburg.de,http://www.bzbs-hamburg.de,567192.515,5938528.258,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,146,0,35,89,22,
575125.637,5947596.994,C_2015_Schulen_SekI.15,id03ee085e-9dd2-4eae-ba4d-46479d9a62cd,35,5048,Stadtteilschule Bergstedt,72004,Volksdorfer Damm,218,22395,Hamburg,Stadtteilschule-Bergstedt@bsb.hamburg.de,http://www.sts-bergstedt.de,575125.637,5947596.994,staatl.,STS,STS,GTS ohne Träger,,5,,1019,0,0,769,250,1
573337.268,5939726.991,C_2015_Schulen_PrSt.150,idf5ab340e-e93b-40c9-b3cc-4ddb44e2e5ae,189,5419,Schule Tegelweg,62011,Turnierstieg,16,22159,Hamburg,schule-tegelweg@bsb.hamburg.de,http://www.schule-tegelweg.de/,573337.268,5939726.991,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,136,0,32,89,15,
569351.794,5937041.32799999975,C_2015_Schulen_PrSt.151,id16c85e11-7222-4283-a0ce-b1bafb163eba,190,5430,Adolph-Schönfelder-Schule,51010,Zeisigstraße,3,22081,Hamburg,adolph-schoenfelder-schule@bsb.hamburg.de,http://www.adolph-schoenfelder-schule.hamburg.de,569351.794,5937041.328,staatl.,G,G,GBS (immer mit Träger),,3,PrSt,445,66,379,0,0,
568775.773,5938755.622,C_2015_Schulen_PrSt.152,id590c993e-49b6-4ec5-ae87-7424de090624,191,5437,Schule Genslerstraße,53015,Ballerstaedtweg,1,22307,Hamburg,schule-genslerstrasse@bsb.hamburg.de,http://www.schule-genslerstrasse.hamburg.de,568775.773,5938755.622,staatl.,G,G,GBS (immer mit Träger),,2,PrSt,500,74,426,0,0,
570190.157,5938217.318,C_2015_Schulen_PrSt.153,id887cc4a8-fcf5-4e7a-8f9f-3d707a506059,192,5439,Schule Lämmersieth,53022,Lämmersieth,72,22305,Hamburg,Schule-Laemmersieth@bsb.hamburg.de,http://www.schule-laemmersieth.hamburg.de,570190.157,5938217.318,staatl.,G,G,GTS ohne Träger,,1,PrSt,184,19,165,0,0,
575208.294,5939358.334,C_2015_Schulen_PrSt.154,id23ad884a-a55f-4e79-91b2-368672f3366a,193,5447,Schule Paracelsusstraße,74021,Paracelsusstraße,30,22147,Hamburg,schule-paracelsusstrasse@bsb.hamburg.de,http://www.para.schule-hamburg.de/,575208.294,5939358.334,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,101,0,36,49,16,
566957.925,5939649.78699999955,C_2015_Schulen_PrSt.155,id40fa1f32-a6db-47d7-9384-9844006c88d3,194,5462,Carl-Cohn-Schule,48003,Carl-Cohn-Straße,2,22297,Hamburg,Schule-Carl-Cohn-Strasse@bsb.hamburg.de,http://www.schule-carl-cohn-strasse.hamburg.de,566957.925,5939649.787,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,359,66,293,0,0,
564704.332,5940238.02599999961,C_2015_Schulen_PrSt.156,idc29e7b0e-eeff-4147-b258-782c995ad648,195,5463,Carl-Götze-Schule,46004,Brödermannsweg,2,22453,Hamburg,carl-goetze-schule@bsb.hamburg.de,http://www.carl-goetze-schule.hamburg.de,564704.332,5940238.026,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,256,37,219,0,0,
567017.02,5945146.18,C_2015_Schulen_PrSt.157,ide14fa66c-e613-4962-87f9-2827cfa1bd4d,196,5464,Schule Eberhofweg,56016,Eberhofweg,63,22415,Hamburg,Schule-Eberhofweg@bsb.hamburg.de,http://www.schule-eberhofweg.de,567017.02,5945146.18,staatl.,G,G,GBS (immer mit Träger),,3,PrSt,247,37,210,0,0,
566120.156,5944814.16,C_2015_Schulen_PrSt.158,idac3c7e5f-476e-4885-b9da-fc7eb5f74464,197,5469,Schule Krohnstieg,56019,Krohnstieg,107,22415,Hamburg,schule-krohnstieg@bsb.hamburg.de,http://www.schule-krohnstieg.hamburg.de,566120.156,5944814.16,staatl.,G,G,GTS ohne Träger,,4,PrSt,240,41,199,0,0,
566249.555,5947011.764,C_2015_Schulen_PrSt.159,id71ca0ffc-82a8-4efd-af6a-e4cecc6fff21,198,5472,Schule Neubergerweg,56013,Neubergerweg,2,22419,Hamburg,schule-neubergerweg@bsb.hamburg.de,http://www.schule-neubergerweg.de,566249.555,5947011.764,staatl.,G,G,GTS ohne Träger,,3,PrSt,302,39,263,0,0,1
567573.174,5943621.273,C_2015_Schulen_PrSt.160,id4ef712a7-07fa-43c5-aab8-d79246e44191,199,5473,Schule Ohkamp,55004,Ohkampring,13,22339,Hamburg,schule-ohkamp@bsb.hamburg.de,http://www.ohkampschule.de,567573.174,5943621.273,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,340,42,298,0,0,
567283.287,5948336.354,C_2015_Schulen_PrSt.161,id4ad9a3fd-2219-4927-aef4-1c9164d48ef7,200,5476,Schule Stockflethweg,56001,Stockflethweg,160,22417,Hamburg,schule-stockflethweg@bsb.hamburg.de,http://www.schule-stockflethweg.de,567283.287,5948336.354,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,243,38,205,0,0,
567520.282,5942422.00499999989,C_2015_Schulen_PrSt.162,idb4476348-393c-46ab-94b9-66412b97594e,201,5480,Schule Ratsmühlendamm,55008,Ratsmühlendamm,39,22335,Hamburg,schule-ratsmuehlendamm@bsb.hamburg.de,http://www.schule-ratsmuehlendamm.hamburg.de,567520.282,5942422.005,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,337,41,296,0,0,
576289.436,5939221.43,C_2015_Schulen_PrSt.163,id58ed2782-34d8-4d88-a3b0-bdfa83b63ad7,202,5501,Grundschule Altrahlstedt,74029,Brockdorffstraße,64,22149,Hamburg,grundschule-altrahlstedt@bsb.hamburg.de,http://www.grundschule-altrahlstedt.hamburg.de,576289.436,5939221.43,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,195,22,173,0,0,
578172.226,5938852.89599999972,C_2015_Schulen_PrSt.164,id229ed514-0cab-494e-adf3-cfaf598c56a8,203,5502,Schule Am Sooren,74031,Brunskamp,17,22149,Hamburg,schule-am-sooren@bsb.hamburg.de,http://www.schuleamsooren.de,578172.226,5938852.896,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,263,35,228,0,0,
575215.88,5940944.297,C_2015_Schulen_PrSt.165,id18befba9-b570-46aa-861d-624983af70a3,204,5503,Schule Bekassinenau,74015,Bekassinenau,32,22147,Hamburg,schule-bekassinenau@bsb.hamburg.de,http://bekassinenau.schulhomepages.hamburg.de,575215.88,5940944.297,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,310,40,270,0,0,
567962.444,5947403.39499999955,C_2015_Schulen_SekI.16,id608c93de-a45f-4987-8352-24e248190e69,36,5049,Stadtteilschule Am Heidberg,56010,Tangstedter Landstraße,300,22417,Hamburg,stadtteilschule-am-heidberg@bsb.hamburg.de,http://www.amheidberg.de,567962.444,5947403.395,staatl.,STS,STS,GTS ohne Träger,,4,,921,0,0,782,139,1
577011.935,5939199.813,C_2015_Schulen_PrSt.166,id78944a8d-949c-4581-a365-17b74039f7fe,205,5504,Schule Brockdorffstraße,74030,Brockdorffstraße,64,22149,Hamburg,schule-brockdorffstrasse@bsb.hamburg.de,http://www.schule-brockdorffstrasse.de,577011.935,5939199.813,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,313,42,271,0,0,1
575579.951,5938161.44099999964,C_2015_Schulen_PrSt.167,idc9b762e9-18f1-4813-9002-454bbb03e025,206,5505,Schule Charlottenburger Straße,60001,Charlottenburger Straße,84,22045,Hamburg,schule-charlottenburger-strasse@bsb.hamburg.de,http://www.schulecharlottenburgerstrasse.de,575579.951,5938161.441,staatl.,G,G,GTS ohne Träger,,1,PrSt,241,19,222,0,0,
577962.973,5939733.622,C_2015_Schulen_PrSt.168,idf4ee6c8f-d19d-4575-ad90-81f14d4ede71,207,5506,Grundschule Großlohering,74025,Großlohering,11,22143,Hamburg,grundschule-grosslohering@bsb.hamburg.de,http://www.schule-grosslohering.hamburg.de,577962.973,5939733.622,staatl.,G,G,GTS ohne Träger,,2,PrSt,176,31,145,0,0,
575495.01,5941659.183,C_2015_Schulen_PrSt.169,id87bbadb5-e24f-4a7e-a20c-11be7350b85b,208,5507,Schule Kamminer Straße,74011,Kamminer Straße,4,22147,Hamburg,schule-kamminer-strasse@bsb.hamburg.de,http://www.schule-kamminerstrasse.hamburg.de,575495.01,5941659.183,staatl.,G,G,GTS ohne Träger,,3,PrSt,217,40,177,0,0,1
577159.199,5940191.292,C_2015_Schulen_PrSt.170,id77a55222-4b8f-42d1-a7ae-523a9410522c,209,5508,Grundschule Neurahlstedt,74023,Stapelfelder Straße,7,22143,Hamburg,grundschule-neurahlstedt@bsb.hamburg.de,http://www.grundschule-neurahlstedt.de,577159.199,5940191.292,staatl.,G,G,GTS ohne Träger,,4,PrSt,332,45,287,0,0,
576177.184,5937863.456,C_2015_Schulen_PrSt.171,id89189ca0-de4a-4b1f-91ed-a9c4f830d70a,210,5510,Schule Potsdamer Straße,74035,Potsdamer Straße,6,22149,Hamburg,Schule-Potsdamer-Strasse@bsb.hamburg.de,http://www.schule-potsdamer-strasse.hamburg.de,576177.184,5937863.456,staatl.,G,G,GBS (immer mit Träger),,1,PrSt,235,34,201,0,0,
574696.345,5938040.036,C_2015_Schulen_PrSt.172,id81bfbe58-e53a-49fa-82b6-a752f57a5657,211,5514,Grundschule Tonndorf,61005,Rahlaukamp,1,22045,Hamburg,grundschule-tonndorf@bsb.hamburg.de,http://www.schule-tonndorf.hamburg.de,574696.345,5938040.036,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,201,22,179,0,0,
575659.519,5936865.644,C_2015_Schulen_PrSt.173,idefd552eb-07a0-4565-bfef-65917d70246f,212,5515,Schule Bekkamp,60008,Bekkamp,52,22045,Hamburg,schule-bekkamp@bsb.hamburg.de,http://www.schule-bekkamp.de,575659.519,5936865.644,staatl.,SO,SO,GTS ohne Träger,,-1,PrSt,124,0,35,63,26,
572662.376,5946106.15099999961,C_2015_Schulen_PrSt.174,id10abfbd9-e686-4ecd-834e-8103dd3e7c8a,213,5520,Schule Alsterredder,66001,Alsterredder,28,22395,Hamburg,schule-alsterredder@bsb.hamburg.de,http://www.schule-alsterredder.hamburg.de,572662.376,5946106.151,staatl.,G,G,GBS (immer mit Träger),,6,PrSt,451,75,376,0,0,
575018.521,5950474.90699999966,C_2015_Schulen_PrSt.175,id789ff759-4107-49cb-8eae-4f73d63e4b9c,214,5522,Schule Am Walde,71002,Kupferredder,12,22397,Hamburg,schule-am-walde@bsb.hamburg.de,http://www.schule-aw.de,575018.521,5950474.907,staatl.,G,G,GBS (immer mit Träger),,6,PrSt,194,23,171,0,0,
573157.074,5951083.79,C_2015_Schulen_PrSt.176,idfc84dc29-8f5a-436b-9c12-f39dbf03cb6f,215,5523,Schule Duvenstedter Markt,70002,Duvenstedter Markt,12,22397,Hamburg,schule-duvenstedter-markt@bsb.hamburg.de,http://www.schule-duvenstedter-markt.hamburg.de,573157.074,5951083.79,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,321,31,290,0,0,
575914.317,5945125.81699999981,C_2015_Schulen_PrSt.177,id76bfd676-e510-4305-981d-01710c33c1db,216,5525,Schule An den Teichwiesen,73006,Saseler Weg,30,22359,Hamburg,schule-an-den-teichwiesen@bsb.hamburg.de,http://www.teichwiesenschule.de,575914.317,5945125.817,staatl.,G,G,GTS ohne Träger,,6,PrSt,315,46,269,0,0,
574811.775,5947620.65099999961,C_2015_Schulen_PrSt.178,id4e2acd74-fac8-4d21-853a-b5958bec4aa4,217,5526,Schule Bergstedt,72004,Bergstedter Alte Landstraße,12,22395,Hamburg,Schule-Bergstedt@bsb.hamburg.de,http://www.hh.shuttle.de/gs-bergstedt,574811.775,5947620.651,staatl.,G,G,GBS (immer mit Träger),,6,PrSt,288,20,268,0,0,
575896.56,5946823.892,C_2015_Schulen_PrSt.179,id3d67ec11-ea7f-400f-a986-fb0943a98627,218,5529,Schule Buckhorn,73001,Volksdorfer Damm,74,22359,Hamburg,schule-buckhorn@bsb.hamburg.de,http://grundschule-buckhorn.de,575896.56,5946823.892,staatl.,G,G,GBS (immer mit Träger),,6,PrSt,311,43,268,0,0,
570986.203,5945162.415,C_2015_Schulen_PrSt.180,id4480f07e-1687-42fe-b765-41c4ccaf7277,219,5530,Schule Hinsbleek,67012,Hinsbleek,14,22391,Hamburg,Schule-Hinsbleek@bsb.hamburg.de,http://www.grundschule-hinsbleek.de,570986.203,5945162.415,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,287,45,242,0,0,1
577353.459,5945443.962,C_2015_Schulen_PrSt.181,id7e96f6b1-a33c-49fd-8994-9e3c783a45f2,220,5532,Schule Ahrensburger Weg,73007,Ahrensburger Weg,12,22359,Hamburg,schule-ahrensburger-weg@bsb.hamburg.de,http://www.ahrensburgerweg.hamburg.de,577353.459,5945443.962,staatl.,G,G,GBS (immer mit Träger),,6,PrSt,322,37,285,0,0,1
567669.145,5936910.409,C_2015_Schulen_SekI.17,id5601fd66-d9a4-4fbd-a163-71bd7af3eb6c,37,5052,Ilse-Löwenstein-Schule,51014,Humboldtstraße,89,22083,Hamburg,ilse-loewenstein-schule@bsb.hamburg.de,http://ilse-loewenstein-schule.hamburg.de/,567669.145,5936910.409,staatl.,STS,STS,GTS ohne Träger,,4,,409,0,0,409,0,
578248.383,5944605.15699999966,C_2015_Schulen_PrSt.182,idc96cddac-be01-48a0-bf3a-4d333eda7bba,221,5533,Schule Eulenkrugstraße,73012,Eulenkrugstraße,166,22359,Hamburg,schule-eulenkrugstrasse@bsb.hamburg.de,http://www.schule-eulenkrugstrasse.hamburg.de,578248.383,5944605.157,staatl.,G,G,GBS (immer mit Träger),,6,PrSt,340,44,296,0,0,
573315.124,5945301.35599999968,C_2015_Schulen_PrSt.183,id442d3813-5210-4097-acc2-52cf4cd5f258,222,5534,Schule Redder,66006,Redder,4,22393,Hamburg,Schule-Redder@bsb.hamburg.de,http://www.schule-redder.de,573315.124,5945301.356,staatl.,G,G,GBS (immer mit Träger),,6,PrSt,509,68,441,0,0,
572883.544,5948642.95799999963,C_2015_Schulen_PrSt.184,idc0b32f30-8de5-4db6-a170-4a9fd82bb0d7,223,5535,Schule Lemsahl-Mellingstedt,69002,Redderbarg,46,22397,Hamburg,schule-lemsahl-mellingstedt@bsb.hamburg.de,http://www.schule-lemsahl-mellingstedt.hamburg.de,572883.544,5948642.958,staatl.,G,G,GBS (immer mit Träger),,6,PrSt,321,48,273,0,0,
570475.192,5945661.94199999981,C_2015_Schulen_PrSt.185,id5c9b12bf-eb63-4588-ac17-86e9a45eff71,224,5537,Schule Müssenredder,67010,Müssenredder,61,22399,Hamburg,schule-muessenredder@bsb.hamburg.de,http://www.grundschule-muessenredder.de,570475.192,5945661.942,staatl.,G,G,GBS (immer mit Träger),,5,PrSt,364,46,318,0,0,
576708.041,5942875.325,C_2015_Schulen_PrSt.186,id6c7cb1e8-0ce7-4947-8061-6820962a45e6,225,5538,Grundschule Islandstraße,74007,Islandstraße,25,22145,Hamburg,grundschule-islandstrasse@bsb.hamburg.de,http://www.grundschule-islandstrasse.de,576708.041,5942875.325,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,307,38,269,0,0,
568784.049,5944620.704,C_2015_Schulen_PrSt.187,id14583183-3a1d-4ff6-9250-d6c089f2f0f4,226,5540,Schule Grützmühlenweg,68004,Grützmühlenweg,38,22339,Hamburg,schule-gruetzmuehlenweg@bsb.hamburg.de,http://www.schulegruetzmuehlenweg.de,568784.049,5944620.704,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,341,44,297,0,0,
571313.088,5943686.835,C_2015_Schulen_PrSt.188,id847d530d-380c-48b5-ac58-32fc07b796c4,227,5541,Schule Strenge,65004,Strenge,5,22391,Hamburg,Schule-Strenge@bsb.hamburg.de,http://www.schule-strenge.de/,571313.088,5943686.835,staatl.,G,G,GBS (immer mit Träger),,6,PrSt,407,45,362,0,0,
577445.574,5942730.625,C_2015_Schulen_PrSt.189,id19d2fbee-bfcc-4d15-a3c2-32ad4710cff8,228,5542,Schule Wildschwanbrook,74009,Wildschwanbrook,9,22145,Hamburg,schule-wildschwanbrook@bsb.hamburg.de,http://www.schule-wildschwanbrook.hamburg.de,577445.574,5942730.625,staatl.,G,G,GTS ohne Träger,,3,PrSt,207,29,178,0,0,
574910.489,5939655.10599999968,C_2015_Schulen_PrSt.190,ide08e3c2b-274f-4c54-8f44-10b83bfec29c,229,5544,Schule Rahlstedter Höhe,74021,Ahrenshooper Straße,1,22147,Hamburg,schule-rahlstedter-hoehe@bsb.hamburg.de,http://www.schule-rahlstedterhoehe.hamburg.de,574910.489,5939655.106,staatl.,G,G,GBS (immer mit Träger),,3,PrSt,402,69,333,0,0,
572891.371,5939278.358,C_2015_Schulen_PrSt.191,id808d50f6-a7a1-404d-ae33-dc9686f98647,230,5550,Schule Traberweg,62015,Eckerkoppel,125,22159,Hamburg,schule-traberweg@bsb.hamburg.de,http://www.schule-traberweg.de,572891.371,5939278.358,staatl.,G,G,GBS (immer mit Träger),,4,PrSt,233,24,209,0,0,
572421.624,5940169.00299999956,C_2015_Schulen_PrSt.192,id9e9b82fd-e15f-4bc8-a7b4-b736af7f7a80,231,5551,Schule Eenstock,63018,Eenstock,15,22179,Hamburg,schule-eenstock@bsb.hamburg.de,http://www.eenstock.hamburg.de,572421.624,5940169.003,staatl.,G,G,GBS (immer mit Träger),,3,PrSt,228,22,206,0,0,
569863.224,5939475.24,C_2015_Schulen_PrSt.193,id6bac148a-20c5-4aec-a0d3-da9e01a826e5,232,5557,Schule An der Seebek,63022,Fabriciusstraße,150,22177,Hamburg,schule-an-der-seebek@bsb.hamburg.de,http://www.schule-anderseebek.de,569863.224,5939475.24,staatl.,G,G,GBS (immer mit Träger),,3,PrSt,393,46,347,0,0,
572617.513,5941388.64599999972,C_2015_Schulen_PrSt.194,id690c7f7a-617b-48d6-a89e-7a810fde6db5,233,5558,Schule Fahrenkrön,63011,Fahrenkrön,115,22179,Hamburg,Schule-Fahrenkroen@bsb.hamburg.de,http://www.schule-fahrenkroen.de/,572617.513,5941388.646,staatl.,G,G,GTS ohne Träger,,5,PrSt,294,20,274,0,0,
