Gemeindenummer,Schulkenziffer,Trägerschaft,PLZ,Stadt/Gemeinde,Strasse,Bezeichnung der Schule,Telefon,Fax,Email,Internet,Klassen,Schüler/innen_insges,Schüler/innen_weibl,Schulkindergärten_Klassen,Schulkindergärten_Schüler/innen_insges,Schulkindergärten_Schüler/innen_weibl,Ganztagsschule_gebunden,Ganztagsschule_freiwillig,Ganztagsschule_keine,intern,Schultyp
5117,250011,öffentlich,66386,St. Ingbert,Im Schmelzerwald 66,Erweiterte Realschule I St. Ingbert,06894/96090,06894-960918,Schmelzerwaldschule@web.de,,4,73,36,,,,,,X,9,erweiterte Realschule
5117,250021,öffentlich,66386,St. Ingbert,Sportplatzstraße 3,Erweiterte Realschule II St. Ingbert,06894/9989820,06894/9989829,info@gems-rohrbach.de,www.gems-rohrbach.de,6,142,52,,,,,,X,9,erweiterte Realschule
6111,250011,öffentlich,66629,Freisen,Schulstraße 43,Erweiterte Realschule Freisen,06855/7992,06855/996902,ers.freisen@t-online.de,www.gems-feisen.de,10,226,110,,,,,,X,9,erweiterte Realschule
6117,150011,öffentlich,66606,St. Wendel,Willi-Graf-Straße 3,Erweiterte Realschule St. Wendel,06851/93190,06851/931933,info@ers-sanktwendel.de,www.ers-sanktwendel.de,5,120,61,,,,X,,,9,erweiterte Realschule
6118,150011,öffentlich,66636,Tholey-Theley,Toni Lermen Straße  2,Erweiterte Realschule Tholey,06853/9128-0,06853/912850,ERS.Theley@t-online.de,www.ers-theley.de,8,183,87,,,,,,X,9,erweiterte Realschule
1100,010011,öffentlich,66117,Saarbrücken,Stengelstraße 31,Ludwigsgymnasium,0681-926050,0681-92605-28,sekretariat@ludwigsgymnasium.com,http://www.ludwigsgymnasium.com,21,867,520,,,,,X,,4,Gymnasium
1100,011011,öffentlich,66123,Saarbrücken,Neugrabenweg 66-90,Gymnasium Am Rotenbühl,0681-936980,0681-9369840,info@rotenbuehlgym.de,,25,969,488,,,,,,X,4,Gymnasium
1100,011021,öffentlich,66121,Saarbrücken,Halbergstraße 112,Deutsch-Französisches Gymnasium,0681-99681-0,0681-99681-40,information@dfg-lfa.org,www.dfg-lfa.org,29,1096,569,,,,,X,,4,Gymnasium
1100,011042,privat,66121,Saarbrücken,Sachsenweg 3,Willi-Graf-Gymnasium (privat),0681-66835-11,0681-66835-30,WGG.SB@t-online.de,,14,634,366,,,,,X,,4,Gymnasium
1100,012011,öffentlich,66119,Saarbrücken,Spichererbergstraße 15,Gymnasium Am Schloss,0681-581884,0681-52084,gymnasium-am-schloss@web.de,www.gymnasium-am-schloss.de,15,544,249,,,,,X,,4,Gymnasium
1100,012032,privat,66117,Saarbrücken,Hohenzollernstraße 59 A,Marienschule,0681-51367,0681-57033,ms@marienschule-sb.de,www.marienschule-sb.de,20,759,424,,,,,X,,4,Gymnasium
1100,013011,öffentlich,66111,Saarbrücken,Landwehrplatz 3,Otto Hahn Gymnasium,0681-37981-0,0681/37981-11, verwaltung-staab@ohg-sb.de,www.ohg-sb.de,17,631,232,,,,,X,,4,Gymnasium
1100,030011,öffentlich,66113,Saarbrücken,Rheinstraße 95,Wirtschaftswissenschaftliches Gymnasium,0681-751610,0681-754826,kontakt@wwgsk.de,www.wwgsk.de,5,396,230,,,,,,X,4,Gymnasium
1518,012011,öffentlich,66280,Sulzbach,Quierschieder Weg,Theodor-Heuss-Gymnasium Sulzbach,06897-90810,06897-908128,thg-sulzbach@gmx.de,www.thg-sulzbach.de,14,496,247,,,,,,X,4,Gymnasium
1519,011011,öffentlich,66333,Völklingen,Lortzingstraße 2,Marie-Luise-Kaschnitz-Gymnasium,06898-50280,06898-502831,g.fischer@mlk-vk.de,www.mlk-vk.de,16,614,408,,,,,X,,4,Gymnasium
1519,011021,öffentlich,66333,Völklingen,Hohenzollernstraße 28,Albert-Einstein-Gymnasium,06898-91300,06898-16594,eg.vk@web.de,www.einstein-gymnasium-vk.de,16,566,238,,,,,X,,4,Gymnasium
1519,011031,öffentlich,66333,Völklingen,Am Warndtgymnasium 1,Warndt-Gymnasium,06898-972990,06898-7015,warndtgymnasium@t-online.de,www.warndtgymnasium.de,17,632,339,,,,,X,,4,Gymnasium
2113,011011,öffentlich,66663,Merzig,Goethestraße 16 A,Peter-Wust-Gymnasium,06861-939920,06861-9399220,andreas.brust@pwg.merzig.de,www.pwg-merzig.de,24,928,489,,,,,X,,4,Gymnasium
2113,011021,öffentlich,66663,Merzig,Waldstraße 48,Gymnasium Am Stefansberg,06861-939680,06861-9396829,GaS-Merzig@t-online.de,,24,987,532,,,,,X,,4,Gymnasium
2116,011011,öffentlich,66687,Wadern,Am Kaisergarten 1,Hochwaldgymnasium,06871-90260,06871-902699,holzer@hwg-wadern.de,hwg@hwg-wadern.de,22,837,437,,,,X,X,,4,Gymnasium
3112,012011,öffentlich,66557,Illingen,Schwarzer Weg,Illtal-Gymnasium,06825-93080,06825-930820,schulleitung@illtal-gymnasium.de,www.illtal-gymnasium.de,20,766,409,,,,,X,,4,Gymnasium
3114,012011,öffentlich,66538,Neunkirchen,Am Mädchenrealgymnasium,Gymnasium Am Steinwald,06821-90980,06821-909833,info@gymnasium-am-steinwald.de,www.gymnasium-am-steinwald.de,16,600,334,,,,,X,,4,Gymnasium
3114,012021,öffentlich,66538,Neunkirchen/Saar,Alb. Schweitzer-Straße 23,Gymnasium Am Krebsberg,06821-98150,06821/981535,SL-gak@t-online.de,www.gak-nk.de,19,816,389,,,,,X,,4,Gymnasium
3115,012011,öffentlich,66564,Ottweiler,Seminarstraße 43,Gymnasium,06824-930830,06824-930833,info@gymnasium-ottweiler.de,www.gymnasium-ottweiler.de,12,468,234,,,,,X,,4,Gymnasium
4111,012011,öffentlich,66763,Dillingen,Karcherstraße 2,Albert-Schweitzer-Gymnasium,06831-976547,06831-976089,schulleitung@asg-dillingen,www.asg-dillingen.de,23,862,420,,,,,X,,4,Gymnasium
4111,032011,öffentlich,66763,Dillingen,Wallerfangerstraße 25,Technisch-wissenschaftliches Gymnasium,06831-769830,06831-7698322,info@twg-dillingen.de,www.twg-dillingen.de,5,366,186,,,,,,X,4,Gymnasium
4112,011011,öffentlich,66822,Lebach,Straße der weißen Rose,Geschwister-Scholl-Gymnasium,06881-53033,06881-53035,sekretariat@gsg-lebach.de,,23,847,482,,,,,X,,4,Gymnasium
4112,013011,öffentlich,66822,Lebach,Dillinger Straße 67,Johannes-Kepler-Gymnasium,06881-53051,06881-537030,info@jkg-lebach.de,www.jkg-lebach.de,19,763,332,,,,,,X,4,Gymnasium
4115,010011,öffentlich,66740,Saarlouis,Holtzendorfferstraße 1,Gymnasium Am Stadtgarten,06831-42985,06831-121412,sgs@sgs-saar.de,,22,876,519,,,,,X,,4,Gymnasium
4115,011011,öffentlich,66740,Saarlouis,Praelat-Subtil Ring 2,Robert-Schuman-Gymnasium,06831-2262,06831-121001,Verwaltung@rsg-saarlouis.de,,22,782,532,,,,,X,,4,Gymnasium
4115,013011,öffentlich,66740,Saarlouis,Pavillonstraße 24,Max-Planck-Gymnasium,06831-94590,06831-945930,Schulleitung@mpg-saarlouis.de,www.mpg-saarlouis.de,27,1139,404,,,,,X,,4,Gymnasium
5112,011011,öffentlich,66440,Blieskastel,Schlossbergstraße 42,Von der Leyen-Gymnasium,06842-92320,06842-923232,schulleitung@vdleyen.de,www.vdleyen.de,15,593,289,,,,,X,,4,Gymnasium
5114,010012,privat,66424,Homburg,Kardinal Wendel Straße12,Gymnasium Johanneum (privat),06841-934770,06841-61523,gymnasium@johanneum-homburg.de,,21,802,428,,,,,X,,4,Gymnasium
5114,011011,öffentlich,66424,Homburg,Hiltebrandtstr. 1,Mannlich-Gymnasium,06841-9348360,06841/9348372,sekretariat.mannlich-gym-hom@saarpfalzkreis.de,www.mannlich-gymnasium.de,20,734,402,,,,,,X,4,Gymnasium
5114,012021,öffentlich,66424,Homburg,Untere Allee 75,Saarpfalz-Gymnasium,06841-92310,06841-923122,spg@spg-hom.de,,19,761,365,,,,,X,,4,Gymnasium
5117,011022,privat,66386,St. Ingbert,Neue Messstraße 24,Alb.Magnus-Gymnasium (privat),06894-2138,06894-383839,,,15,610,349,,,,,X,,4,Gymnasium
5117,012011,öffentlich,66386,St. Ingbert,Im Schmelzerwald 51a,Leibniz-Gymnasium,06894-96390,06894-963918,mail@leibniz-igb.de,,19,700,362,,,,,,X,4,Gymnasium
6117,010011,öffentlich,66606,St. Wendel,Schorlemer Straße 28,Gymnasium-Wendalinum,06851-93220,06851-932233,info@wendalinum.de,www.wendalinum.de,20,717,371,,,,,X,,4,Gymnasium
6117,010022,privat,66606,St. Wendel,Missionshausstraße 50,Arnold-Janssen-Gymnasium (privat),06851-805300,06851-805375,schulleitung@ajg-wnd.de,,12,413,216,,,,X,,,4,Gymnasium
6117,011011,öffentlich,66606,St. Wendel,Missionshausstraße 14,Cusanus-Gymnasium,06851-93230,06851-932333,webmaster@cusanusgymnasium.de,http://www.cusanusgymnasium.de,15,553,296,,,,X,X,,4,Gymnasium
1100,005041,öffentlich,66113,Saarbrücken,Ziegelstraße 17,Gesamtschule Saarbrücken-Ludwigspark,0681-9471970,0681-47652,info@gemsludwigspark.de,www.gemsludwigspark.de,5,174,73,,,,,X,X,5,Gesamtschule
1100,005052,privat,66299,Friedrichsthal,Im Grühlingswald 19,"Montessori-Zentrum Saar, Gemeinschafts-/Gesamtschule",06897-9699010,06897-9699011,sekretariat@montessori-sb.de,,2,78,39,,,,X,,,5,Gesamtschule
1100,305031,öffentlich,66125,Saarbrücken,An der Mühlenschule 3,Gesamtschule Sulzbachtal,06897-97460,06897-74069,schulleitung@gemdud.de,www.gemdud.de,10,488,249,,,,,X,,5,Gesamtschule
1100,405011,öffentlich,66113,Saarbrücken,Weissenburger Straße 23,Gesamtschule Saarbrücken-Rastbachtal,0681-971460,0681-73692,sekretariat@rastbachtal.de,www.rastbachtal.de,10,469,221,,,,,X,,5,Gesamtschule
1100,405021,öffentlich,66117,Saarbrücken,Am Hagen 30,Gesamtschule Bellevue,0681-926200,0681-9262017,info@gesamtschule-bellevue.de,,6,181,85,,,,,,X,5,Gesamtschule
1517,205011,öffentlich,66292,Riegelsberg,Lindenstrasse 9,Gesamtschule Riegelsberg,06806-99210,06806-992140,engel@gesri.de,,5,129,66,,,,,X,,5,Gesamtschule
1519,105011,öffentlich,66333,Völklingen-Ludweiler,Hohlstraße 35,Graf-Ludwig-Gemeinschaftsschule im Warndt (Gesamtschule),06898-945810,06898-9458129,info@gesamtschule-graf-ludwig.de,www.gesamtschule-graf-ludwig.de,9,190,85,,,,X,X,,5,Gesamtschule
2112,205011,öffentlich,66679,Losheim,Weiskirchener Straße 18,Peter-Dewes-Gesamtschule,06872-921960,06872-9219630,PeDeGeLosheim@t-online.de,www.pdg-losheim.de,8,399,223,,,,,X,,5,Gesamtschule
2114,105011,öffentlich,66693,Mettlach-Orscholz,Saarbrücker Straße,Gesamtschule Mettlach-Orscholz,06865-91110,06865 9111100,info@gesamtschule-orscholz.de,www.gesamtschule-orscholz.de,7,210,102,,,,,,X,5,Gesamtschule
2115,005011,öffentlich,66706,Perl,Auf dem Sabel 2,Deutsch-Luxemburgisches Schengen-Lyceum Perl,06867-9111200,06867-9111220,sekretariat@schengenlyzeum.eu,www.schengenlyzeum.eu,29,835,436,,,,X,,,5,Gesamtschule
3114,105011,öffentlich,66538,Neunkirchen,Haspelstrasse,Gesamtschule Neunkirchen,06821-98240,06821-982428,info@gesamtschule-neunkirchen.de,,7,295,150,,,,X,,,5,Gesamtschule
3116,205011,öffentlich,66578,Schiffweiler,Comeniusstraße,Gesamtschule,06821-964840,06821-9648428,info@muehlbachschule.de,www.muehlbachschule.de,6,186,78,,,,,,X,5,Gesamtschule
4111,204011,öffentlich,66763,Dillingen,Industriestraße 40,Integrierte Gesamtschule (Sophie-Scholl-Schule),06831-97860,06831-978630,schulleitung@gesamtschule-dillingen.de,,8,234,124,,,,,,X,5,Gesamtschule
4120,305011,öffentlich,66787,Wadgassen,Weberstrasse,Gesamtschule  - Bisttalschule Wadgassen,06834-99415,06834-99416,info@bts-wadgassen.de,www.bisttalschule.de,11,245,128,,,,,X,,5,Gesamtschule
5111,105011,öffentlich,66450,Bexbach,Eichendorffweg 1,"Gesamtschule ""Galileo-Schule""",06826-93290,06826-932929,Sekretariat-Galileo-Schule@saarpfalz-kreis.de,www.galileo-schule-bexbach.de,8,216,92,,,,,X,,5,Gesamtschule
5113,205011,öffentlich,66453,Gersheim,Schulzentrum,Gesamtschule,06843-9007-29,06843-9007-127,info@gemsger.eu,www.gemeinschaftsschule-gersheim.de,6,150,57,,,,,X,,5,Gesamtschule
6112,105011,öffentlich,66646,Marpingen,Marienstrasse 21,Gesamtschule Marpingen,06853-91060,06853-910611,info@gemsmarpingen.de,www.gesmarpingen.de,9,496,284,,,,,X,,5,Gesamtschule
6114,205011,öffentlich,66625,Nohfelden-Türkismühle,Trierer Straße 23,Gesamtschule,06852-90250,06852-902511,gesnohfelden@t-online.de,www.gesnohfelden.de,13,618,319,,,,,X,,5,Gesamtschule
1100,006012,privat,66126,Saarbrücken-Altenkessel,Schulstraße 11,Freie Waldorfschule,06898-986970,06898-9869749,info@waldorfschule-saarbruecken.de,www.waldorfschule-saarbruecken.de,10,420,225,,,,,,X,6,freie Waldorfschule
1511,006012,privat,66299,Friedrichsthal-Bildstock,Neunkircher Straße 70,Waldorfschule für Lern- und Erziehungshilfe,06897-840000,06897-843913,info@johannes-schule.de,www.johannes-schule.de,11,123,41,,,,,X,,6,freie Waldorfschule
5111,006012,privat,66450,Bexbach,Parkstraße,Freie Waldorfschule,06826-3260,06826-4561,info@waldorfschule-bexbach.de,,10,392,206,,,,,,X,6,freie Waldorfschule
6114,006012,privat,66625,Nohfelden-Walhausen,Schoosbergstraße 11,Freie Waldorfschule Saar-Hunsrück,06852-82599,06852-802179,FWS.Walhausen@t-online.de,www.waldorfschule-saar-hunsrueck.de,10,321,162,,,,,X,,6,freie Waldorfschule
1100,354011,öffentlich,66121,Saarbrücken,Sachsenweg 8,Erweiterte Abendrealschule,0681-635032,0681-61598,,,5,179,76,,,,,,X,9,erweiterte Realschule Abendform
4111,254011,öffentlich,66763,Dillingen,Industriestraße 29,Erweiterte Realschule in Abendform,06831-9869600,06831-9869601,sekretariat@sar-dillingen.de,www.sar-dillingen.de,4,95,36,,,,,,X,9,erweiterte Realschule Abendform
1100,6052,privat,66299,Friedrichsthal,Im Grühlingswald 19,"Montessori-Zentrum Saar, Gemeinschafts-/Gesamtschule",06897-9699010,06897-9699011,sekretariat@montessori-sb.de,,5,116,48,,,,X,,,0,Gemeinschaftsschule
1100,60011,öffentlich,66113,Saarbrücken,Ziegelstraße 17,Gemeinschaftsschule,0681-9471970,0681-47652,info@gemsludwigspark.de,www.gemsludwigspark.de,12,315,142,,,,X,X,,0,Gemeinschaftsschule
1100,60021,öffentlich,66125,Saarbrücken,An der Mühlenschule 3,Gemeinschaftsschule,06897-97460,06897-74069,schulleitung@gemdud.de,www.gemdud.de,24,628,323,,,,,X,,0,Gemeinschaftsschule
1100,60031,öffentlich,66121,Saarbrücken,Sachsenweg 8,Gemeinschaftsschule Bruchwiese,0681/635032,0681-61598,,,9,237,103,,,,,,X,0,Gemeinschaftsschule
1100,60041,öffentlich,66127,Saarbrücken,Hauptstraße 53,Gemeinschaftsschule Klarenthal,06898/37558,06898-935899,,,15,361,186,,,,,X,,0,Gemeinschaftsschule
1100,60051,öffentlich,66113,Saarbrücken,Weissenburger Straße 23,Gemeinschaftsschule,0681-971460,0681-73692,sekretariat@rastbachtal.de,www.rastbachtal.de,24,634,314,,,,,X,,0,Gemeinschaftsschule
1100,60061,öffentlich,66117,Saarbrücken,Am Hagen 30,Gemeinschaftsschule,0681-926200,0681-9262017,info@gesamtschule-bellevue.de,,15,351,178,,,,X,,,0,Gemeinschaftsschule
1100,60071,öffentlich,66130,Saarbrücken,Saargemünder Straße 157,Gemeinschaftsschule Güdingen,0681/8739715,0681-8739990,gems-guedingen@t-online.de,,12,288,108,,,,,X,,0,Gemeinschaftsschule
1513,260011,öffentlich,66265,Heusweiler,Schillerstraße 65,Gemeinschaftsschule Heusweiler,06806/6308,06806/6634,schulleitung@schiller-schule-heusweiler.de,www.schiller-schule-heusweiler.de,10,239,98,,,,,X,,0,Gemeinschaftsschule
1514,460011,öffentlich,66271,Kleinblittersdorf,Wintringer Straße 78,Gemeinschaftsschule Kleinblittersdorf,06805/1445,06805-8427,sekretariat@ers-kleinblittersdorf.com,www.ers-kleinblittersdorf.de,8,161,69,,,,,X,,0,Gemeinschaftsschule
1515,160011,öffentlich,66346,Püttlingen,Pickardstraße 33,Gemeinschaftsschule Püttlingen,06898/64421,06898-64431,pws@sanet.de,www.ers-puettlingen.de,10,231,96,,,,,,X,0,Gemeinschaftsschule
1516,260011,öffentlich,66287,Quierschied,Schulzentrum Taubenfeld,Gemeinschaftsschule,06897/62212,06897/63478,realquier@web.de,www.ersquierschied.de,15,318,130,,,,,X,,0,Gemeinschaftsschule
1517,260011,öffentlich,66292,Riegelsberg,Lindenstrasse 9,Gemeinschaftsschule,06806-99210,06806-992140,,,12,318,159,,,,,X,,0,Gemeinschaftsschule
1518,260011,öffentlich,66280,Sulzbach,Parkstraße 10,Gemeinschaftsschule,06897/952095-0,06897/952095-29,Roswitha.Bachinger@gbs-schulen.de,www.gems-vopeliuspark.de,10,244,117,,,,,X,,0,Gemeinschaftsschule
1519,160011,öffentlich,66333,Völklingen-Ludweiler,Hohlstraße 35,Graf-Ludwig-Gemeinschaftsschule im Warndt,06898-945810,06898-9458129,info@gesamtschule-graf-ludwig.de,www.gesamtschule-graf-ludwig.de,17,380,182,,,,,X,,0,Gemeinschaftsschule
1519,160021,öffentlich,66333,Völklingen,Heinestraße 70,Gemeinschaftsschule Am Sonnenhügel,06898 9149730,06898/296911,schulleitung@ers-sonnenhuegel.de,www.gemeinschaftsschule-voelklingen.de,14,328,159,,,,,X,,0,Gemeinschaftsschule
1519,160031,öffentlich,66333,Völklingen,Heinestraße 70,Gemeinschaftsschule Hermann Neuberger Völklingen,06898 9149730,06898/296911,schulleitung@hns-vk.de,www.hermann-neuberger-schule.de,10,262,129,,,,X,,,0,Gemeinschaftsschule
2111,260011,öffentlich,66701,Beckingen,Hindenburgstraße 19,Friedrich-Bernhard-Karcher- Schule Beckingen -Gemeinschaftsschule,06835/608190,06835/608199,info@fbks-beckingen.de,www.fbks-beckingen.de,8,198,92,,,,,X,,0,Gemeinschaftsschule
2112,260011,öffentlich,66679,Losheim,Weiskirchener Straße 18,Gemeinschaftsschule,06872-921960,06872-9219630,PeDeGeLosheim@t-online.de,www.pdg-losheim.de,17,443,200,,,,,X,,0,Gemeinschaftsschule
2113,160011,öffentlich,66663,Merzig,Von-Boch-Straße 75,Gemeinschaftsschule Merzig,06861/770770,06861/7707729,,,16,392,198,,,,,X,,0,Gemeinschaftsschule
2114,160011,öffentlich,66693,Mettlach-Orscholz,Saarbrücker Straße,Gemeinschaftsschule Mettlach-Orscholz,06865-91110,06865 9111100,info@ges-orscholz.de,,18,473,212,,,,,X,,0,Gemeinschaftsschule
2116,260011,öffentlich,66687,Wadern,Gartenfeldstraße 23,Gemeinschaftsschule Wadern,06871/923020,06871-9230230,gaswadern@t-online.de,www.erswadern.de,12,286,120,,,,,X,,0,Gemeinschaftsschule
2117,260011,öffentlich,66709,Weiskirchen,Am Marktplatz 1,Eichenlaubschule - Gemeinschaftsschule,06876/345,06876-7540,office@eichenlaubschule.de,www.eichenlaubschule.de,13,306,133,,,,,X,,0,Gemeinschaftsschule
3111,260011,öffentlich,66571,Eppelborn,Hellbergstraße 40A,Gemeinschaftsschule Eppelborn,06881/962127,06881-962129,gems.eppelborn@gmx.de,www.gems-eppelborn.de,8,197,88,,,,,,X,0,Gemeinschaftsschule
3112,260011,öffentlich,66557,Illingen,Schwarzer Weg 2,Gemeinschaftsschule Illingen,06825/94200,06825-942011,,,11,278,125,,,,,,X,0,Gemeinschaftsschule
3113,260011,öffentlich,66589,Merchweiler,Bildstockstr. 127,Gemeinschaftsschule Merchweiler - Max von der Grün Schule,06825/42261,06825-42262,sekretariat@gems-merchweiler.de,www.gems.merchweiler.de,8,179,92,,,,x,,,0,Gemeinschaftsschule
3114,160011,öffentlich,66538,Neunkirchen,Haspelstrasse,Gemeinschaftsschule,06821-98240,06821-982428,,,16,411,186,,,,X,,,0,Gemeinschaftsschule
3114,160012,privat,66540,Neunkirchen-Wiebelskirchen,Prälat-Schütz-Straße 15,Maximilian-Kolbe-Schule Gemeinschaftsschule,06821-95040,06821-950444,maximilian-kolbe.schule@bistum-trier.de,www.maximilian-kolbe-schule.de,3,71,31,,,,,X,,0,Gemeinschaftsschule
3114,160021,öffentlich,66538,Neunkirchen,Lutherstraße 2,Gemeinschaftsschule,06821-999710,06821-9997130,stadtmitte@ers-neunkirchen.de,,11,292,154,,,,,X,,0,Gemeinschaftsschule
3114,160031,öffentlich,66539,Neunkirchen,Pestalozzistraße,Gemeinschaftsschule Neunkirchen Wellesweiler,06821/94090,06821/940940,info@alex-deutsch-schule.de,www.alex-deutsch-schule.de,8,179,73,,,,,X,,0,Gemeinschaftsschule
3115,260011,öffentlich,66564,Ottweiler,Seminarstraße 56,bachem,06824/5320,06824-4361,ahs-otw@web.de,www.anton-hansen-schule.de,8,179,79,,,,,X,,0,Gemeinschaftsschule
3116,260011,öffentlich,66578,Schiffweiler,Comeniusstraße,Gemeinschaftsschule,06821-964840,06821-9648428,info@muehlbachschule.de,www.muehlbachschule.de,12,317,142,,,,,X,,0,Gemeinschaftsschule
3117,160011,öffentlich,66583,Spiesen-Elversberg,Am Ring 39 a,Gemeinschaftsschule Spiesen-Elversberg,06821/97000,06821/970013,v.burkhard@gems-spiesen-elversberg.de,www.gems-spiesen-elversberg.de,8,186,83,,,,,,X,0,Gemeinschaftsschule
4111,260011,öffentlich,66763,Dillingen,Industriestraße 40,Sophie-Scholl-Gemeinschaftsschule,06831-97860,06831-978630,schulleitung@ssg-dillingen.de,www.ssg-dillingen.de,15,361,157,,,,X,,,0,Gemeinschaftsschule
4111,260021,öffentlich,66763,Dillingen,Industriestraße 29,Schule am Römerkastell Dillingen - Gemeinschaftsschule,06831-9869600,06831-9869601,sekretariat@sar-dillingen.de,www.sar-dillingen.de,9,222,106,,,,,X,,0,Gemeinschaftsschule
4112,160012,privat,66822,Lebach,Dillinger Straße 67,Nikolaus-Gross-Schule (Gemeinschaftsschule),06881-91323,06881-91324,sekretariat@ngs-lebach.de,www.ngs-lebach.de,2,58,27,,,,,X,,0,Gemeinschaftsschule
4112,260011,öffentlich,66822,Lebach,Mottener Straße 52,Gemeinschaftsschule Lebach,06881/3065,06881/3025,,,9,176,74,,,,,,X,0,Gemeinschaftsschule
4113,260011,öffentlich,66809,Nalbach,Josefstraße 11,Gemeinschaftsschule Nalbach - Schule am Litermont,06838-983706,06838-983708,ERS-Nalbach@t-online.de,www.schule-am-litermont.de,12,281,123,,,,,,X,0,Gemeinschaftsschule
4114,360011,öffentlich,66780,Rehlingen-Siersburg,Beckinger Straße 38,Gemeinschaftsschule Rehlingen-Siersburg,06835/92240,06835 922414,,,8,201,86,,,,,X,,0,Gemeinschaftsschule
4115,160011,öffentlich,66740,Saarlouis,St. Nazairer Allee 6,Gemeinschaftsschule In den Fliesen Saarlouis I,06831/41878,06831-41898,schulleitung.sls1@gmail.com,www.ers1sls.de,8,175,72,,,,,X,,0,Gemeinschaftsschule
4115,160021,öffentlich,66740,Saarlouis,Kreuzbergstraße 87,Gemeinschaftsschule Saarlouis II,06831-80056,06831-80057,sekretariat@mlksls.de,,10,256,115,,,,,X,,0,Gemeinschaftsschule
4116,160011,öffentlich,66793,Saarwellingen,An der Waldwies 2-4,Gemeinschaftsschule Saarwellingen,06838/90060,06838-900620,braun@schule-an-der-waldwies.de,www.gems-ers-saarwellingen.de,8,175,79,,,,,X,,0,Gemeinschaftsschule
4117,260011,öffentlich,66839,Schmelz,Wilhelm-Busch-Straße 11,Gemeinschaftsschule Schmelz,06887/2570,06887-887126,schulleitung@gems-schmelz.de,www.gems-schmelz.de,9,184,74,,,,,X,,0,Gemeinschaftsschule
4118,160011,öffentlich,66773,Schwalbach,Weiherstraße 24a,Gemeinschaftsschule Schwalbach,06834/953953,06834-953954,,,16,416,193,,,,,X,,0,Gemeinschaftsschule
4119,360011,öffentlich,66802,Überherrn,Comeniusstraße 22,Gemeinschaftsschule Überherrn,06836/2531,06836-2031,,,14,359,161,,,,,,X,0,Gemeinschaftsschule
4120,360011,öffentlich,66787,Wadgassen,Weberstrasse,Gemeinschaftsschule - Bisttalschule Wadgassen,06834-99415,06834-99416,info@bts-wadgassen.de,www.bisttalschule.de,16,375,198,,,,,X,,0,Gemeinschaftsschule
4121,360011,öffentlich,66798,Wallerfangen,Bungertstraße 30,Gemeinschaftsschule Wallerfangen,06831/964585,06831-964594,schulleitung@schule-am-limberg.de,www.schule-am-limberg.de,10,247,114,,,,,X,,0,Gemeinschaftsschule
5111,160011,öffentlich,66450,Bexbach,Eichendorffweg 1,"Gemeinschaftsschule ""Galileo-Schule""",06826-93290,06826-932929,Sekretariat-Galileo-Schule@saarpfalz-kreis.de,www.galileo-schule-bexbach.de,13,342,168,,,,,X,,0,Gemeinschaftsschule
5112,260011,öffentlich,66440,Blieskastel,Schulzentrum,Gemeinschaftsschule Blieskastel,06842/923760,06842/923766,gss-blieskastel@t-online.de,www.gss-blieskastel.de,8,191,92,,,,,X,,0,Gemeinschaftsschule
5113,260011,öffentlich,66453,Gersheim,Schulzentrum,Gemeinschaftsschule,06843-9007-29,06843-9007-127,info@gemsger.eu,www.gemeinschaftsschule-gersheim.de,16,380,158,,,,,X,,0,Gemeinschaftsschule
5114,160011,öffentlich,66424,Homburg,Virchowstraße 7,Gemeinschaftsschule Homburg I,06841/92330,06841-923326,schulleiter.ers1-hom@saarpfalz-kreis.de,,11,252,128,,,,X,,,0,Gemeinschaftsschule
5114,160021,öffentlich,66424,Homburg,Cranachstraße 7,Gemeinschaftsschule Homburg II,06841/972930,06841/9729321,bernd.jaehn@neue-sandrennbahn.de,,13,283,138,,,,,X,,0,Gemeinschaftsschule
5115,160011,öffentlich,66459,Kirkel-Limbach,Hauptstraße 75,Gemeinschaftsschule Kirkel- Limbach,06841-980040,06841-980429,sekretariat.gems-lim@saarpfalz-kreis.de,www.erskirkel.de,8,200,89,,,,,X,,0,Gemeinschaftsschule
5116,260011,öffentlich,66399,Mandelbachtal,Vichter Straße 1,Gemeinschaftsschule Mandelbachtal,06803/39000,06803/390020,christina.linz@saarpfalz-kreis.de,,8,162,58,,,,,X,,0,Gemeinschaftsschule
5117,260011,öffentlich,66386,St. Ingbert,Im Schmelzerwald 66,Gemeinschaftsschule I St. Ingbert,06894/96090,06894-960918,,,7,144,60,,,,,,X,0,Gemeinschaftsschule
5117,260021,öffentlich,66386,St. Ingbert,Sportplatzstraße 3,Gemeinschaftsschule St. Ingbert-Rohrbach,06894/9989820,06894/9989829,info@gems-rohrbach.de,www.gems-rohrbach.de,11,274,121,,,,,X,,0,Gemeinschaftsschule
6111,260011,öffentlich,66629,Freisen,Schulstraße 43,Gemeinschaftsschule Freisen,06855/7992,06855/996902,ers.freisen@t-online.de,http://www.gems-feisen.de,21,570,266,,,,,,X,0,Gemeinschaftsschule
6112,160011,öffentlich,66646,Marpingen,Marienstrasse 21,Gemeinschaftsschule,06853-91060,06853-910611,info@gemsmarpingen.de,www.gesmarpingen.de,20,524,266,,,,,X,,0,Gemeinschaftsschule
