X,Y,gml_id,Name,Schul_ID,Schulform,Schulicon,Adresse,Ort,bezirk,stadtteil,Telefon,FAX,rechtsform,internet,email,is_rebbz,name_rebbz,schueleranzahl,schueleranzahl_schuljahr
10.078585,53.637091,APP_HH_SCHULEN_DWH_63377,Schule Strenge,5541-0,Grundschulen,Grundschulen,Strenge 5,22391 Hamburg,Wandsbek,Wellingsbüttel,+49 40 428 86-760,+49 40 428 86-7622,staatlich,http://www.schule-strenge.de/,Schule-Strenge@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",362,2013
10.040548,53.645814,APP_HH_SCHULEN_DWH_63378,Schule Grützmühlenweg,5540-0,Grundschulen,Grundschulen,Grützmühlenweg 38,22339 Hamburg,Wandsbek,Hummelsbüttel,+49 40 428 96 52-0,+49 40 5 20 19-644,staatlich,http://www.schulegruetzmuehlenweg.de,schule-gruetzmuehlenweg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",331,2013
10.159965,53.629031,APP_HH_SCHULEN_DWH_63379,Grundschule Islandstraße,5538-0,Grundschulen,Grundschulen,Islandstraße 25,22145 Hamburg,Wandsbek,Rahlstedt,+49 40 428 93 74-0,+49 40 675 98-122,staatlich,http://www.grundschule-islandstrasse.de,grundschule-islandstrasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",310,2013
10.066376,53.654953,APP_HH_SCHULEN_DWH_63380,Schule Müssenredder,5537-0,Grundschulen,Grundschulen,Müssenredder 61,22399 Hamburg,Wandsbek,Poppenbüttel,+49 40 428 96 53-0,+49 40 5 33 06-8322,staatlich,http://www.grundschule-muessenredder.de,schule-muessenredder@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",371,2013
10.103504,53.681413,APP_HH_SCHULEN_DWH_63381,Schule Lemsahl-Mellingstedt,5535-0,Grundschulen,Grundschulen,Redderbarg 46/48,22397 Hamburg,Wandsbek,Lemsahl-Mellingstedt,+49 40 428 96 06-0,+49 40 608 20-322,staatlich,http://www.schule-lemsahl-mellingstedt.hamburg.de,schule-lemsahl-mellingstedt@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",324,2013
10.109254,53.651319,APP_HH_SCHULEN_DWH_63382,Schule Redder,5534-0,Grundschulen,Grundschulen,Redder 4,22393 Hamburg,Wandsbek,Sasel,+49 40 428 96 54-0,+49 40 63 64 61-52,staatlich,http://www.schule-redder.de,Schule-Redder@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",484,2013
10.184061,53.644373,APP_HH_SCHULEN_DWH_63383,Schule Eulenkrugstraße,5533-0,Grundschulen,Grundschulen,Eulenkrugstraße 166,22359 Hamburg,Wandsbek,Volksdorf,+49 40 428 96 05-0,+49 40 644 21-022,staatlich,http://www.schule-eulenkrugstrasse.hamburg.de,schule-eulenkrugstrasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",341,2013
10.17037,53.652022,APP_HH_SCHULEN_DWH_63384,Schule Ahrensburger Weg,5532-0,Grundschulen,Grundschulen,Ahrensburger Weg 12,22359 Hamburg,Wandsbek,Volksdorf,+49 40 428 9694-20,+49 40 428 9694-22,staatlich,http://www.ahrensburgerweg.hamburg.de,schule-ahrensburger-weg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",332,2013
10.073977,53.650391,APP_HH_SCHULEN_DWH_63385,Schule Hinsbleek,5530-0,Grundschulen,Grundschulen,Hinsbleek 14,22391 Hamburg,Wandsbek,Poppenbüttel,+49 40 428 93 12-0,+49 40 428 93 12-22,staatlich,http://www.grundschule-hinsbleek.de,Schule-Hinsbleek@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",259,2013
10.148667,53.664628,APP_HH_SCHULEN_DWH_63386,Schule Buckhorn,5529-0,Grundschulen,Grundschulen,Volksdorfer Damm 74,22359 Hamburg,Wandsbek,Volksdorf,+49 40 428 96 04-0,+49 40 6 44 21-0710,staatlich,http://grundschule-buckhorn.de,schule-buckhorn@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",310,2013
10.132442,53.671947,APP_HH_SCHULEN_DWH_63387,Schule Bergstedt,5526-0,Grundschulen,Grundschulen,Bergstedter Alte Landstraße 12,22395 Hamburg,Wandsbek,Bergstedt,+49 40 428 93 59-0,+49 40 6 44 21-0622,staatlich,http://www.hh.shuttle.de/gs-bergstedt,Schule-Bergstedt@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",359,2013
10.148525,53.649375,APP_HH_SCHULEN_DWH_63388,Schule An den Teichwiesen,5525-0,Grundschulen,Grundschulen,Saseler Weg 30,22359 Hamburg,Wandsbek,Volksdorf,+49 40 428 96 03-0,+49 40 6 44 13-150,staatlich,http://www.teichwiesenschule.de,schule-an-den-teichwiesen@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",321,2013
10.108227,53.703311,APP_HH_SCHULEN_DWH_63389,Schule Duvenstedter Markt,5523-0,Grundschulen,Grundschulen,Duvenstedter Markt 12,22397 Hamburg,Wandsbek,Duvenstedt,+49 40 897 27 81-0,+49 40 897 27 81-22,staatlich,http://www.schule-duvenstedter-markt.hamburg.de,schule-duvenstedter-markt@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",357,2013
10.136265,53.697574,APP_HH_SCHULEN_DWH_63390,Schule Am Walde,5522-0,Grundschulen,Grundschulen,Kupferredder 12,22397 Hamburg,Wandsbek,Wohldorf-Ohlstedt,+49 40 428 96 01-0,+49 40 605 80-222,staatlich,http://www.schule-aw.de,schule-am-walde@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",226,2013
10.099424,53.658493,APP_HH_SCHULEN_DWH_63391,Schule Alsterredder,5520-0,Grundschulen,Grundschulen,Alsterredder 28,22395 Hamburg,Wandsbek,Sasel,+49 40 428 96 51-12,+49 40 428 96 51-22,staatlich,http://www.schule-alsterredder.hamburg.de,schule-alsterredder@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",466,2013
10.142647,53.575173,APP_HH_SCHULEN_DWH_63392,Schule Bekkamp,5515-0,Sonderschulen,Sonderschulen,Bekkamp 52,22045 Hamburg,Wandsbek,Jenfeld,+49 40 428 86-510,+49 40 428 865-117,staatlich,http://www.schule-bekkamp.de,schule-bekkamp@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",136,2013
10.128402,53.585871,APP_HH_SCHULEN_DWH_63393,Grundschule Tonndorf,5514-0,Grundschulen,Grundschulen,Rahlaukamp 1a,22045 Hamburg,Wandsbek,Tonndorf,+49 40 428 93 11-0,+49 40 4279 699 69,staatlich,https://grundschule-tonndorf.hamburg.de/,grundschule-tonndorf@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",207,2013
10.150712,53.584067,APP_HH_SCHULEN_DWH_63394,Schule Potsdamer Straße,5510-0,Grundschulen,Grundschulen,Potsdamer Straße 6,22149 Hamburg,Wandsbek,Rahlstedt,+49 40 428 93 73-30,+49 40 428 93 73-28,staatlich,http://www.schule-potsdamer-strasse.hamburg.de,Schule-Potsdamer-Strasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",254,2013
10.166133,53.604844,APP_HH_SCHULEN_DWH_63395,Grundschule Neurahlstedt,5508-0,Grundschulen,Grundschulen,Rahlstedter Straße 190,22143 Hamburg,Wandsbek,Rahlstedt,+49 40 428 8647-0,+49 40 428 8647-22,staatlich,http://www.grundschule-neurahlstedt.de,grundschule-neurahlstedt@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",403,2013
10.141346,53.618288,APP_HH_SCHULEN_DWH_63396,Schule Kamminer Straße,5507-0,Grundschulen,Grundschulen,Kamminer Straße 4,22147 Hamburg,Wandsbek,Rahlstedt,+49 40 428 86-820,+49 40 428 86-8222,staatlich,http://www.kamminer-str.hamburg.de,schule-kamminer-strasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",188,2013
10.178167,53.600609,APP_HH_SCHULEN_DWH_63397,Grundschule Großlohering,5506-0,Grundschulen,Grundschulen,Großlohering 11,22143 Hamburg,Wandsbek,Rahlstedt,+49 40 428 93 72-0,+49 40 428 93 72-22,staatlich,http://www.schule-grosslohering.hamburg.de,grundschule-grosslohering@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",167,2013
10.141783,53.586831,APP_HH_SCHULEN_DWH_63398,Schule Charlottenburger Straße,5505-0,Grundschulen,Grundschulen,Charlottenburger Straße 84,22045 Hamburg,Wandsbek,Jenfeld,+49 40 428 88 44 70,+49 40 428 88 44 82,staatlich,http://www.schulecharlottenburgerstrasse.de,schule-charlottenburger-strasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",237,2013
10.163652,53.595951,APP_HH_SCHULEN_DWH_63399,Schule Brockdorffstraße,5504-0,Grundschulen,mehrere Schulen,Brockdorffstraße 64,22149 Hamburg,Wandsbek,Rahlstedt,+49 40 428 93 71-40,+49 40 428 93 71-22,staatlich,http://www.schule-brockdorffstrasse.hamburg.de,schule-brockdorffstrasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",301,2013
10.136956,53.611894,APP_HH_SCHULEN_DWH_63400,Schule Bekassinenau,5503-0,Grundschulen,Grundschulen,Bekassinenau 32,22147 Hamburg,Wandsbek,Rahlstedt,+49 40 428 76 26 0,+49 40 428 76 26 22,staatlich,http://bekassinenau.schulhomepages.hamburg.de,schule-bekassinenau@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",302,2013
10.181089,53.59267,APP_HH_SCHULEN_DWH_63401,Schule Am Sooren,5502-0,Grundschulen,Grundschulen,Brunskamp 17,22149 Hamburg,Wandsbek,Rahlstedt,+49 40 428 93 69-0,+49 40 428 93 69-22,staatlich,http://www.schule-am-sooren.hamburg.de,schule-am-sooren@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",254,2013
10.163652,53.595951,APP_HH_SCHULEN_DWH_63402,Grundschule Altrahlstedt,5501-1,Grundschulen,mehrere Schulen,Brockdorffstraße 64,22149 Hamburg,Wandsbek,Rahlstedt,+49 40 428 86-960,+49 40 428 86-9622,staatlich,http://www.grundschule-altrahlstedt.de,grundschule-altrahlstedt@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",45,2013
10.15275,53.596255,APP_HH_SCHULEN_DWH_63403,Grundschule Altrahlstedt,5501-0,Grundschulen,Grundschulen,Brockdorffstraße 2,22149 Hamburg,Wandsbek,Rahlstedt,+49 40 428 86-960,+49 40 428 86-9622,staatlich,http://www.grundschule-altrahlstedt.de,grundschule-altrahlstedt@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",99,2013
10.020968,53.626225,APP_HH_SCHULEN_DWH_63404,Schule Ratsmühlendamm,5480-0,Grundschulen,Grundschulen,Ratsmühlendamm 39,22335 Hamburg,Hamburg-Nord,Fuhlsbüttel,+49 40 428 88-010,+49 40 428 88-0122,staatlich,http://www.schule-ratsmuehlendamm.hamburg.de,schule-ratsmuehlendamm@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-nord-beratung/"">ReBBZ Nord</a>",311,2013
10.018666,53.679405,APP_HH_SCHULEN_DWH_63405,Schule Stockflethweg,5476-0,Grundschulen,Grundschulen,Stockflethweg 160,22417 Hamburg,Hamburg-Nord,Langenhorn,+49 40 428 96 55-0,+49 40 5 37 59-6322,staatlich,http://www.schule-stockflethweg.de,schule-stockflethweg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-nord-beratung/"">ReBBZ Nord</a>",250,2013
10.02203,53.636994,APP_HH_SCHULEN_DWH_63406,Schule Ohkamp,5473-0,Grundschulen,Grundschulen,Ohkampring 13,22339 Hamburg,Hamburg-Nord,Fuhlsbüttel,+49 40 5 00 91-60,+49 40 5 00 91-622,staatlich,http://www.ohkampschule.de,schule-ohkamp@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-nord-beratung/"">ReBBZ Nord</a>",294,2013
10.002731,53.667638,APP_HH_SCHULEN_DWH_63407,Schule Neubergerweg,5472-0,Grundschulen,Grundschulen,Neubergerweg 2,22419 Hamburg,Hamburg-Nord,Langenhorn,+49 40 428 96 63-0,+49 40 5 39 08-6622,staatlich,http://www.schule-neubergerweg.de,schule-neubergerweg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-nord-beratung/"">ReBBZ Nord</a>",310,2013
10.000296,53.647901,APP_HH_SCHULEN_DWH_63408,Schule Krohnstieg,5469-0,Grundschulen,Grundschulen,Krohnstieg 107,22415 Hamburg,Hamburg-Nord,Langenhorn,+49 40 428 96 62-0,+40 40 527 39 03 22,staatlich,http://www.schule-krohnstieg.hamburg.de,schule-krohnstieg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-nord-beratung/"">ReBBZ Nord</a>",176,2013
10.013935,53.650771,APP_HH_SCHULEN_DWH_63409,Schule Eberhofweg,5464-0,Grundschulen,Grundschulen,Eberhofweg 63,22415 Hamburg,Hamburg-Nord,Langenhorn,+49 40 428 96 59-0,+49 40 5 07 97-622,staatlich,http://www.schule-eberhofweg.de,Schule-Eberhofweg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-nord-beratung/"">ReBBZ Nord</a>",189,2013
9.977941,53.606953,APP_HH_SCHULEN_DWH_63410,Carl-Götze-Schule,5463-0,Grundschulen,Grundschulen,Brödermannsweg 2,22453 Hamburg,Hamburg-Nord,Groß Borstel,+49 40 428 88-4210,+49 40 428 88-4222,staatlich,http://www.carl-goetze-schule.hamburg.de,carl-goetze-schule@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-nord-beratung/"">ReBBZ Nord</a>",217,2013
10.01186,53.601376,APP_HH_SCHULEN_DWH_63411,Carl-Cohn-Schule,5462-0,Grundschulen,mehrere Schulen,Carl-Cohn-Straße 2,22297 Hamburg,Hamburg-Nord,Winterhude,+49 40 428 88-0702,+49 40 428 88-0761,staatlich,https://carl-cohn-schule.hamburg.de/,carl-cohn-schule@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",277,2013
10.136453,53.597642,APP_HH_SCHULEN_DWH_63412,Schule Paracelsusstraße,5447-0,Sonderschulen,mehrere Schulen,Paracelsusstraße 30,22147 Hamburg,Wandsbek,Rahlstedt,+49 40 428 85-70,+49 40 428 85-710,staatlich,http://www.para.schule-hamburg.de/,schule-paracelsusstrasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",91,2013
10.060386,53.588084,APP_HH_SCHULEN_DWH_63413,Schule Lämmersieth,5439-0,Grundschulen,Grundschulen,Lämmersieth 72a,22305 Hamburg,Hamburg-Nord,Barmbek-Nord,+49 40 428 95-70,+49 40 428 95-7210,staatlich,http://www.schule-laemmersieth.hamburg.de,Schule-Laemmersieth@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",212,2013
10.034493,53.611655,APP_HH_SCHULEN_DWH_63414,Schule Genslerstraße,5437-1,Grundschulen,mehrere Schulen,Ballerstaedtweg 1,22337 Hamburg,Hamburg-Nord,Ohlsdorf,+49 40 428 86 56-0,+49 40 428 86 56-22,staatlich,http://www.schule-genslerstrasse.hamburg.de,schule-genslerstrasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",176,2013
10.039132,53.593115,APP_HH_SCHULEN_DWH_63415,Schule Genslerstraße,5437-0,Grundschulen,Grundschulen,Genslerstraße 33,22307 Hamburg,Hamburg-Nord,Barmbek-Nord,+49 40 428 86 56-0,+49 40 428 86 56-22,staatlich,http://www.schule-genslerstrasse.hamburg.de,schule-genslerstrasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",258,2013
10.038872,53.583149,APP_HH_SCHULEN_DWH_63416,Adolph-Schönfelder-Schule,5430-1,Grundschulen,Grundschulen,Brucknerstraße 1,22083 Hamburg,Hamburg-Nord,Barmbek-Süd,+49 40 428 795-0,+49 40 428 795-245,staatlich,http://www.adolph-schoenfelder-schule.hamburg.de,adolph-schoenfelder-schule@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",160,2013
10.047452,53.577627,APP_HH_SCHULEN_DWH_63417,Adolph-Schönfelder-Schule,5430-0,Grundschulen,Grundschulen,Zeisigstraße 3,22081 Hamburg,Hamburg-Nord,Barmbek-Süd,+49 40 428 795-0,+49 40 428 795-245,staatlich,http://www.adolph-schoenfelder-schule.hamburg.de,adolph-schoenfelder-schule@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",288,2013
10.095328,53.600848,APP_HH_SCHULEN_DWH_63418,Schule Tegelweg,5419-3,Sonderschulen,Sonderschulen,Turnierstieg 16,22179 Hamburg,Wandsbek,Bramfeld,+49 40 428 96 96-0,+49 40 645 57 84 7,staatlich,http://www.schule-tegelweg.de/,schule-tegelweg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",,
10.136453,53.597642,APP_HH_SCHULEN_DWH_63419,Schule Tegelweg,5419-1,Sonderschulen,mehrere Schulen,Paracelsusstraße 30,22147 Hamburg,Wandsbek,Rahlstedt,+49 40 428 96 96-0,+49 40 645 57 84 7,staatlich,http://www.schule-tegelweg.de/,schule-tegelweg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",11,2013
10.108258,53.601223,APP_HH_SCHULEN_DWH_63420,Schule Tegelweg,5419-0,Sonderschulen,Sonderschulen,Tegelweg 104,22159 Hamburg,Wandsbek,Farmsen-Berne,+49 40 428 96 96-0,+49 40 645 57 84 7,staatlich,http://www.schule-tegelweg.de/,schule-tegelweg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",140,2013
10.01186,53.601376,APP_HH_SCHULEN_DWH_63421,Bildungszentrum für Blinde und Sehbehinderte,5418-1,Sonderschulen,mehrere Schulen,Carl-Cohn-Straße 2,22297 Hamburg,Hamburg-Nord,Winterhude,+49 40 428 88 61 0,+49 40 428 88 61 44,staatlich,http://www.bzbs-hamburg.de,bzbs-hamburg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",51,2013
10.01517,53.591272,APP_HH_SCHULEN_DWH_63422,Bildungszentrum für Blinde und Sehbehinderte,5418-0,Sonderschulen,Sonderschulen,Borgweg 17a,22303 Hamburg,Hamburg-Nord,Winterhude,+49 40 428 88 61 0,+49 40 428 88 61 44,staatlich,http://www.bzbs-hamburg.de,bzbs-hamburg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",131,2013
10.020581,53.61395,APP_HH_SCHULEN_DWH_63423,Kurt-Juster-Schule,5417-0,Sonderschulen,Sonderschulen,Alsterdorfer Straße 420,22297 Hamburg,Hamburg-Nord,Alsterdorf,+49 40 428 86 68 0,+49 40 428 86 6821,staatlich,http://www.kurt-juster-schule.hamburg.de/,kurt-juster-schule@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-nord-beratung/"">ReBBZ Nord</a>",88,2013
10.017898,53.577792,APP_HH_SCHULEN_DWH_63424,Schule auf der Uhlenhorst,5416-0,Grundschulen,Grundschulen,Winterhuder Weg 126/128,22085 Hamburg,Hamburg-Nord,Uhlenhorst,+49 40 428 76 38 0,+49 40 428 76 38 22,staatlich,http://www.schule-uhlenhorst.de,schule-auf-der-uhlenhorst@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",285,2013
9.985959,53.59299,APP_HH_SCHULEN_DWH_63425,Marie-Beschütz-Schule,5413-1,Grundschulen,Grundschulen,Erikastraße 41,20251 Hamburg,Hamburg-Nord,Eppendorf,+49 40 428 04-2518,+49 40 428 04-2493,staatlich,http://www.marie-beschuetz-schule.de/,marie-beschuetz-schule@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",,
9.985644,53.591806,APP_HH_SCHULEN_DWH_63426,Marie-Beschütz-Schule,5413-0,Grundschulen,Grundschulen,Schottmüllerstraße 23,20251 Hamburg,Hamburg-Nord,Eppendorf,+49 40 428 04-2518,+49 40 428 04-2493,staatlich,http://www.marie-beschuetz-schule.de/,marie-beschuetz-schule@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",409,2013
9.990395,53.590131,APP_HH_SCHULEN_DWH_63427,Schule Knauerstraße,5409-0,Grundschulen,Grundschulen,Knauerstraße 22,20249 Hamburg,Hamburg-Nord,Eppendorf,+49 40 428 88-110,+49 40 428 88-1122,staatlich,http://www.schuleknauerstrasse.hamburg.de,schule-knauerstrasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",238,2013
10.027036,53.573453,APP_HH_SCHULEN_DWH_63428,Schule Humboldtstraße,5405-0,Grundschulen,Grundschulen,Humboldtstraße 30,22083 Hamburg,Hamburg-Nord,Barmbek-Süd,+49 40 428 76 39 10,+49 40 428 76 39 22,staatlich,http://www.hu30.de/,Schule-Humboldtstrasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",248,2013
10.013919,53.58446,APP_HH_SCHULEN_DWH_63429,Schule Forsmannstraße,5404-0,Grundschulen,Grundschulen,Forsmannstraße 32,22303 Hamburg,Hamburg-Nord,Winterhude,+49 40 428 93 67-0,+49 40 2 70 98-1822,staatlich,http://wp.schule-forsmannstrasse.de/,schule-forsmannstrasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",317,2013
9.995858,53.596315,APP_HH_SCHULEN_DWH_63430,Schule Alsterdorfer Straße,5400-0,Grundschulen,Grundschulen,Alsterdorfer Straße 39,22299 Hamburg,Hamburg-Nord,Winterhude,+49 40 428 88-040,+49 40 428 88-0422,staatlich,http://www.grundschule-alsterdorferstrasse.hamburg.de,Schule-Alsterdorfer-Strasse@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",266,2013
10.066024,53.563008,APP_HH_SCHULEN_DWH_63431,ReBBZ Wandsbek-Süd,5362-3,Sonderschulen,Sonderschulen,Hammer Straße 124,22043 Hamburg,Wandsbek,Marienthal,040 428 96 82-12,040 428 96 82-22,staatlich,http://www.hamburg.de/rebbz-wandsbek-sued-beratung/,rebbz-wandsbek-sued-beratung@bsb.hamburg.de,true,,,
10.092059,53.615926,APP_HH_SCHULEN_DWH_63432,ReBBZ Wandsbek-Süd,5362-1,Sonderschulen,Sonderschulen,Heidstücken 33,22179 Hamburg,Wandsbek,Bramfeld,040 428 96 82-12,040 428 96 82-22,staatlich,,rebbz-wandsbek-sued-bildung-zitzewitzstr@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",110,2013
10.073996,53.562371,APP_HH_SCHULEN_DWH_63433,ReBBZ Wandsbek-Süd,5362-0,Sonderschulen,Sonderschulen,Zitzewitzstraße 51,22043 Hamburg,Wandsbek,Marienthal,040 428 96 82-12,040 428 96 82-22,staatlich,,rebbz-wandsbek-sued-bildung-zitzewitzstr@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",272,2013
10.171086,53.627619,APP_HH_SCHULEN_DWH_63434,ReBBZ Wandsbek-Nord,5361-2,Sonderschulen,mehrere Schulen,Wildschwanbrook 9,22145 Hamburg,Wandsbek,Rahlstedt,+49 40 428 8648-40,+49 40 428 8648-53,staatlich,http://www.hamburg.de/rebbz-wandsbek-nord-beratung/,rebbz-wandsbek-nord-beratung@bsb.hamburg.de,true,,,
10.170612,53.606679,APP_HH_SCHULEN_DWH_63435,ReBBZ Wandsbek-Nord,5361-1,Sonderschulen,Sonderschulen,Sieker Landstraße 18,22143 Hamburg,Wandsbek,Rahlstedt,+49 40 428 8648-40,+49 40 428 8648-53,staatlich,,rebbz-wandsbek-nord-bildung-hohnerkamp@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",144,2013
10.092513,53.624137,APP_HH_SCHULEN_DWH_63436,ReBBZ Wandsbek-Nord,5361-0,Sonderschulen,mehrere Schulen,Hohnerkamp 58,22175 Hamburg,Wandsbek,Bramfeld,+49 40 428 8648-40,+49 40 428 8648-53,staatlich,,rebbz-wandsbek-nord-bildung-hohnerkamp@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",148,2013
10.020036,53.614521,APP_HH_SCHULEN_DWH_63437,ReBBZ Nord,5360-1,Sonderschulen,mehrere Schulen,Sengelmannstraße 50,22297 Hamburg,Hamburg-Nord,Alsterdorf,040 42888410,040 428884122,staatlich,http://www.hamburg.de/rebbz-nord-beratung/,rebbz-nord-beratung@bsb.hamburg.de,true,,,
