Schulart,Kreis,Ort,Schul-Nr.,Name,Bezeichnung,Straße,Plz,Ort,Tel-Nr.,Fax-Nr.,E-Mail,Internetadresse,Rechtsstatus,Beteiligung an schularübergreifendergreifender Orient.stufe,Ganztagsschule in,Schüler_insgesamt,weiblich,männlich,Deutsche,Ausländer,zusammen,dar. Deutsche,Elementarstufe,Primarstufe,Sekundarstufe I,Sekundarstufe II,Ober- und Werkstufe,Lehrkräfte Vollzeit,Lehrkräfte Teilzeit,pädagogische Fachkräfte Vollzeit,pädagogische Fachkräfte Teilzeit
Grundschule,"Mayen-Koblenz, LK",Mülheim-Kärlich  ,24448,Grundschule St. Peter und Paul     ,-,Schulstr. 25,56218,Mülheim-Kärlich  ,	(02630)7674	,	(02630)966643	,	http://www.sekretariat@gspetpaul.de	,-,öffentliche Schule,N,-,64,33,31,64,-,36,36,-,64,-,-,-,4,1,-,-
Grundschule,"Mayen-Koblenz, LK",Münstermaifeld  ,11019,Cusanusschule                      ,-,Cusanusstr. 1,56294,Münstermaifeld  ,	(02605)2044	,	(02605)961422	,	cusanusschule@gmx.de	,http://www.cusanusschule.org,öffentliche Schule,N,-,147,76,71,142,5,8,3,-,147,-,-,-,5,5,-,-
Grundschule,"Mayen-Koblenz, LK",Nickenich,22749,St. Arnulfus-Schule                ,Grundschule                        ,Kolpingstr. 18,56645,Nickenich,	(02632)81820	,	(02632)810894	,	grundschule-nickenich@t-online.de	,http://www.grundschule-nickenich.de,öffentliche Schule,N,-,121,52,69,118,3,20,17,-,121,-,-,-,4,7,-,-
Grundschule,"Mayen-Koblenz, LK",Niederfell,20407,Grundschule                        ,Papst Johannes XXIII               ,Schulstr. 4,56332,Niederfell,	(02607)4169	,	(02607)973353	,	gs-niederfell@t-online.de	,-,öffentliche Schule,N,-,21,8,13,15,6,6,-,-,21,-,-,-,-,2,-,-
Grundschule,"Mayen-Koblenz, LK",Niederwerth,15993,Grundschule Niederwerth            ,-,Schützenstr. 23,56179,Niederwerth,	(0261)64501	,	(0261) 96240776	,	grundschule@niederwerth.de	,-,öffentliche Schule,N,-,31,12,19,30,1,1,-,-,31,-,-,-,1,3,-,-
Grundschule,"Mayen-Koblenz, LK",Oberfell,25619,Grundschule Oberfell               ,-,Schulstr. 4,56332,Oberfell,	(02605)2244	,	(02605)960407	,	Grundschule-Oberfell@t-online.de	,-,öffentliche Schule,N,-,53,30,23,50,3,3,-,-,53,-,-,-,2,3,-,-
Grundschule,"Mayen-Koblenz, LK",Ochtendung,11065,Grundschule                        ,St.Martin                          ,Raiffeisenplatz,56299,Ochtendung,	(02625)960156	,	(02625)956982	,	info@grundschule-ochtendung.de	,-,öffentliche Schule,N,Angebotsform,187,88,99,184,3,7,4,-,187,-,-,-,8,3,-,-
Grundschule,"Mayen-Koblenz, LK",Plaidt,23864,Grundschule Plaidt                 ,-,Schulstr. 5,56637,Plaidt,	(02632)5087	,	(02632)953187	,	grundschule.plaidt@t-online.de	,-,öffentliche Schule,N,Angebotsform,238,108,130,222,16,47,31,-,238,-,-,-,12,4,1,1
Grundschule,"Mayen-Koblenz, LK",Polch  ,17479,Grundschule St. Georg              ,-,Dechant-Riegel-Str.,56751,Polch  ,	(02654)6557	,	(02654)960994	,	gspolch@t-online.de	,http://www.grundschule-polch.de,öffentliche Schule,N,Angebotsform,322,155,167,257,65,71,6,-,322,-,-,-,13,8,-,1
Grundschule,"Mayen-Koblenz, LK",Rhens  ,24928,Grundschule Rhens                  ,Schule am Königsstuhl              ,Schulstr.,56321,Rhens  ,	(02628)8170	,	(02628)987254	,	info@gs-rhens.de	,-,öffentliche Schule,N,-,74,37,37,71,3,4,1,-,74,-,-,-,2,4,-,-
Grundschule,"Mayen-Koblenz, LK",Rieden,23100,Grundschule Rieden                 ,-,Schulstr. 9,56745,Rieden,	(02655)3965	,	(02655)941912	,	GS-Rieden@gmx.de	,http://gs-rieden.de,öffentliche Schule,N,-,56,30,26,53,3,8,5,-,56,-,-,-,4,3,-,-
Grundschule,"Mayen-Koblenz, LK",Saffig,23216,Grundschule Saffig                 ,-,Neuwieder Str. 12,56648,Saffig,	(02625)4721	,	(02625)958963	,	gs-saffig@t-online.de	,-,öffentliche Schule,N,-,75,40,35,73,2,5,3,-,75,-,-,-,2,4,-,-
Grundschule,"Mayen-Koblenz, LK",Sankt Johann,17359,Grundschule St. Johann             ,-,Kirchstr. 28,56727,Sankt Johann,	(02651)71822	,-,	gs-st-johann@t-online.de	,-,öffentliche Schule,N,-,45,19,26,44,1,1,-,-,45,-,-,-,1,3,-,-
Grundschule,"Mayen-Koblenz, LK",Sankt Sebastian,24465,Lindenbaum-Grundschule             ,-,Hauptstr. 6,56220,Sankt Sebastian,	(0261)82612	,	(0261)8058280	,	info@Lindenbaum-Grundschule.de	,http://www.lindenbaum-grundschule.de,öffentliche Schule,N,-,95,46,49,90,5,35,30,-,95,-,-,-,3,5,-,-
Grundschule,"Mayen-Koblenz, LK",Spay,24915,Grundschule Spay                   ,-,Koblenzer Str. 18 - 20,56322,Spay,	(02628)2013	,	02628/2013	,	grundschule-spay@web.de	,-,öffentliche Schule,N,-,57,33,24,56,1,1,-,-,57,-,-,-,-,4,-,-
Grundschule,"Mayen-Koblenz, LK",Thür,17706,Grundschule Thür                   ,-,Schulstr. 2,56743,Thür,	(02652)1706	,	(02652) 527565	,	info@grundschule-thuer.de	,-,öffentliche Schule,N,-,57,26,31,57,-,9,9,-,57,-,-,-,2,5,-,-
Grundschule,"Mayen-Koblenz, LK",Urbar,25139,Grundschule Urbar                  ,-,Am Sportplatz 2b,56182,Urbar,	(0261)62582	,	(0261)68572	,	grundschule.urbar@gmx.de	,http://www.bildung-rp.de/gsurbar,öffentliche Schule,N,-,107,45,62,102,5,16,11,-,107,-,-,-,3,7,-,-
Grundschule,"Mayen-Koblenz, LK",Urmitz,24478,Grundschule St. Georg              ,-,Hauptstr. 15,56220,Urmitz,	(02630)7393	,	(02630)969780	,	grundschule-urmitz@online.de	,http://www.grundschule-urmitz.de,öffentliche Schule,N,-,107,60,47,104,3,13,10,-,107,-,-,-,3,10,-,-
Grundschule,"Mayen-Koblenz, LK",Vallendar  ,18007,Grundschule Vallendar              ,-,Schulstr. 7,56179,Vallendar  ,	(0261)65323	,	(0261)69672	,	info@grundschule-vallendar.de	,http://www.grundschule-vallendar.de,öffentliche Schule,N,-,160,77,83,146,14,21,7,-,160,-,-,-,5,8,-,-
Grundschule,"Mayen-Koblenz, LK",Waldesch,18083,Grundschule Waldesch               ,-,Rhenser Str.,56323,Waldesch,	(02628)988317	,	(02628)988318	,	gs-waldesch@gmx.de	,http://www.grundschule-waldesch.de,öffentliche Schule,N,-,76,38,38,71,5,5,-,-,76,-,-,-,4,1,-,-
Grundschule,"Mayen-Koblenz, LK",Weiler,18203,Grundschule Weiler                 ,-,Schulstr. 1,56729,Weiler,	(02656)2149050	,	2651492372	,	grundschule.weiler@hotmail.de	,-,öffentliche Schule,N,-,28,12,16,27,1,1,-,-,28,-,-,-,1,2,-,-
Grundschule,"Mayen-Koblenz, LK",Weißenthurm  ,18250,Grundschule Weißenthurm            ,-,An der Breslauer Str.,56575,Weißenthurm  ,	(02637)2792	,	(02637)940784	,	schulleitung@grundschule-weissenthurm.de	,-,öffentliche Schule,N,Angebotsform,350,174,176,175,175,235,60,-,350,-,-,-,11,13,-,1
Grundschule,"Mayen-Koblenz, LK",Weitersburg,25125,Peter-Friedhofen-Schule            ,-,Peter-Friedhofen-Str.,56191,Weitersburg,	(02622)5243	,	(02622)9229042	,	Peter-Friedhofen-Schule2@t-online.de	,http://www.gs-weitersburg.de,öffentliche Schule,N,-,96,45,51,95,1,1,-,-,96,-,-,-,3,3,-,-
Grundschule,"Mayen-Koblenz, LK",Welling,18280,Grundschule Welling                ,-,Mayener Str. 12,56753,Welling,	(02654)1475	,	(02654)962044	,	gswelling@web.de	,-,öffentliche Schule,N,-,39,20,19,39,-,-,-,-,39,-,-,-,1,4,-,-
Grundschule,"Mayen-Koblenz, LK",Winningen,25622,Astrid-Lindgren-Grundschule        ,-,Marktstr. 57,56333,Winningen,	(02606)404	,	(02606)961244	,	A-Lindren-GS-Winningen@t-online.de	,-,öffentliche Schule,N,Angebotsform,98,47,51,85,13,13,-,-,98,-,-,-,2,5,-,-
Grundschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,10298,Dr.-Albert-Finck-Schule            ,Grundschule                        ,Horstweg 21,67434,Neustadt an der Weinstraße  ,	(06321)84795	,	(06321)84755	,	afs@schulen-nw.de	,http://www.dr-albert-finck-schule.de,öffentliche Schule,N,-,138,72,66,131,7,19,12,-,138,-,-,-,6,3,-,-
Grundschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,10315,Eichendorff-Schule                 ,Grundschule                        ,Spitalbachstr. 45,67433,Neustadt an der Weinstraße  ,	(06321)186675	,	(06321)1890048	,	eichendorff-gs@schulen-nw.de	,http://www.gs-eichendorff.de,öffentliche Schule,N,Angebotsform,265,140,125,246,19,100,81,-,265,-,-,-,10,8,-,2
Grundschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,10764,August-Becker-Schule               ,Grundschule                        ,Pestalozzistr. 4,67435,Neustadt an der Weinstraße  ,	(06327)3196	,	(06327)5383	,	ghs-august-becker-schule@schulen-nw.de	,http://August-Becker-Schule.bildung-rp.de,öffentliche Schule,N,-,231,113,118,223,8,35,27,-,231,-,-,-,5,10,-,1
Grundschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,11035,Grundschule Mussbach               ,-,Schulstr. 12,67435,Neustadt an der Weinstraße  ,	(06321)69529	,	(06321)600806	,	GS-Mussbach@schulen-nw.de	,http://www.grundschule-mussbach.de/,öffentliche Schule,N,-,128,60,68,127,1,5,4,-,128,-,-,-,5,6,-,-
Grundschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,11112,Schöntalschule                     ,Grundschule                        ,Sauterstr. 95,67433,Neustadt an der Weinstraße  ,	(06321)487727	,	06321/487728	,	gs-Schoentalschule@schulen-nw.de	,-,öffentliche Schule,N,-,58,25,33,53,5,11,6,-,58,-,-,-,1,3,-,-
Grundschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,11275,Ostschule                          ,Grundschule                        ,Konrad-Adenauer-Str. 33,67433,Neustadt an der Weinstraße  ,	(06321)189998-0	,	(06321)189998-12	,	ostschule@schulen-nw.de	,http://ostschule-neustadt.de,öffentliche Schule,N,-,302,138,164,273,29,102,73,-,302,-,-,-,8,13,-,-
Grundschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,11289,Heinz-Sielmann-Schule              ,Grundschule                        ,Ludwigstr. 30,67433,Neustadt an der Weinstraße  ,	(06321)937181	,	(06321)3850948	,	heinz-sielmann-schule@schulen-nw.de	,http://www.heinz-sielmann-schule.com,öffentliche Schule,N,Angebotsform,168,94,74,143,25,84,59,-,168,-,-,-,9,5,-,-
Grundschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,15830,Brüder-Grimm-Schule                ,Grundschule Diedesfeld             ,Kirchwiesenstr. 4,67434,Neustadt an der Weinstraße  ,	(06321)88852	,	06321/355986	,	Brueder-Grimm-Schule@schulen-nw.de	,http://www.brueder-grimm-schule.com,öffentliche Schule,N,-,71,39,32,69,2,3,1,-,71,-,-,-,4,3,-,-
Grundschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,15843,Schule am Storchennest             ,Grundschule Geinsheim              ,Am Hägfeld 44,67435,Neustadt an der Weinstraße  ,	(06327)2378	,	(06327)507267	,	GS-Am-Storchennest@schulen-nw.de	,-,öffentliche Schule,N,-,67,31,36,67,-,1,1,-,67,-,-,-,3,2,-,-
Grundschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,15856,Michael-Ende-Schule                ,Grundschule Haardt                 ,Mandelring 92,67433,Neustadt an der Weinstraße  ,	(06321)6186	,	(06321)968066	,	Michael-Ende-Schule@schulen-nw.de	,http://www.michael-ende-schule-haardt.de,öffentliche Schule,N,-,66,24,42,63,3,5,2,-,66,-,-,-,3,2,-,-
Grundschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,16234,Grundschule Gimmeldingen           ,-,Kirchplatz 5,67435,Neustadt an der Weinstraße  ,	(06321)69532	,	(06321)679760	,	GS-Gimmeldingen@Schulen-NW.de	,-,öffentliche Schule,N,-,78,30,48,75,3,4,1,-,78,-,-,-,4,-,-,-
Grundschule,"Neustadt a.d.W., krsfr. Stadt",Neustadt an der Weinstraße  ,18799,Hans-Geiger-Schule                 ,Grundschule                        ,Hans-Geiger-Str. 21,67434,Neustadt an der Weinstraße  ,	(06321)487922	,	(06321)487923	,	hans-geiger-schule@schulen-nw.de	,http://www.hansgeigerschule.de,öffentliche Schule,N,-,84,32,52,82,2,5,3,-,84,-,-,-,2,7,-,-
Grundschule,"Neuwied, LK",Anhausen,11858,Braunsburgschule                   ,Grundschule                        ,Auf dem Löh 5,56584,Anhausen,	(02639)258	,	(02639)960403	,	grundschule-anhausen@web.de	,-,öffentliche Schule,N,-,135,66,69,132,3,3,-,-,135,-,-,-,3,6,-,-
Grundschule,"Neuwied, LK",Asbach,15153,Grundschule Limbach                ,-,Altenkirchener Str. 20,53567,Asbach,	(02683)6116	,	(02683) 966086	,	Grundschule-Limbach@t-online.de	,-,öffentliche Schule,N,-,52,19,33,48,4,12,8,-,52,-,-,-,2,2,-,-
Grundschule,"Neuwied, LK",Asbach,26793,Grundschule am Frankenwall         ,-,Schulstr. 7,53567,Asbach,	(02683)948562	,	(02683)948563	,	GS_Asbach@t-online.de	,http://www.grundschule-asbach.de,öffentliche Schule,N,Angebotsform,243,110,133,236,7,72,65,-,243,-,-,-,11,7,1,1
Grundschule,"Neuwied, LK",Bad Hönningen  ,20693,Grundschule Bad Hönningen          ,-,Bischof-Stradmann-Str. 42,53557,Bad Hönningen  ,	(02635)3566	,	(02635)921693	,	Marienschule-Schulleitung@gmx.de	,-,öffentliche Schule,N,Angebotsform,163,82,81,148,15,71,56,-,163,-,-,-,7,4,-,-
Grundschule,"Neuwied, LK",Breitscheid,17152,Marienschule                       ,Grundschule                        ,Marienstr. 4,53547,Breitscheid,	(02638)4966	,	(02638)946081	,	info@breitscheid-grundschule.de	,www.breitscheid-grundschule.de,öffentliche Schule,N,-,57,31,26,56,1,3,2,-,57,-,-,-,1,3,-,1
Grundschule,"Neuwied, LK",Buchholz (Westerwald),12687,Grundschule Buchholz/WW            ,-,Auf dem Otenbruch 1,53567,Buchholz (Westerwald),	(02683)6419	,	(02683)966084	,	info@grundschulebuchholz.de	,http://www.grundschulebuchholz.de,öffentliche Schule,N,-,92,49,43,91,1,22,21,-,92,-,-,-,4,3,-,-
Grundschule,"Neuwied, LK",Buchholz (Westerwald),14266,Grundschule Jungeroth              ,-,Hennefer Str. 48,53567,Buchholz (Westerwald),	(02248)4253	,	(02248)909459	,	info@grundschulejungeroth.de	,http://www.grundschule-jungeroth.de,öffentliche Schule,N,-,71,36,35,66,5,13,8,-,71,-,-,-,3,3,-,-
Grundschule,"Neuwied, LK",Dierdorf  ,10868,Gutenberg-Schule                   ,Grundschule                        ,Schulstr.,56269,Dierdorf  ,	(02689)3044	,	(02689)2402	,	gbsdierdorf@gmx.de	,http://www.gbsdierdorf.bildung-rp.de,öffentliche Schule,N,Angebotsform,253,130,123,226,27,40,13,-,253,-,-,-,10,9,-,-
Grundschule,"Neuwied, LK",Erpel,13141,St. Johannes-Grundschule           ,-,Winzerstr. 8,53579,Erpel,	(02644)3355	,	(02644)800890	,	Grundschule.Erpel@web.de	,http://www.grundschule-erpel.de,öffentliche Schule,N,-,93,38,55,85,8,22,14,-,93,-,-,-,3,5,-,-
Grundschule,"Neuwied, LK",Großmaischeid,13561,Hermann-Gmeiner-Schule             ,Grundschule                        ,Schulstr. 2,56276,Großmaischeid,	(02689)5390	,	(02689)959152	,	info@hgs-maischeid.de	,http://www.hgs-maischeid.de,öffentliche Schule,N,-,130,74,56,128,2,3,1,-,130,-,-,-,7,2,-,-
Grundschule,"Neuwied, LK",Leubsdorf,22495,Grundschule Leubsdorf              ,-,Auf dem Kreuzberg,53547,Leubsdorf,	(02644)5742	,	(02644)807970	,	gs-leubsdorf@t-online.de	,-,öffentliche Schule,N,-,52,24,28,50,2,7,5,-,52,-,-,-,1,1,-,-
Grundschule,"Neuwied, LK",Leutesdorf,17376,Grundschule St. Laurentius         ,-,Rätsgasse 5,56599,Leutesdorf,	(02631)71396	,	(02631)347136	,	gs-leutesdorf@web.de	,-,öffentliche Schule,N,-,45,22,23,43,2,3,1,-,45,-,-,-,1,3,-,-
Grundschule,"Neuwied, LK",Linz am Rhein  ,10091,Bürgermeister-Castenholtz          ,Schule Grundschule                 ,Schulstr.,53545,Linz am Rhein  ,	(02644)96000	,	(02644)960019	,	poeppel@grundschule-linz.de	,http://www.grundschule-linz.de,öffentliche Schule,N,Angebotsform,272,106,166,251,21,95,74,-,272,-,-,-,9,13,-,1
Grundschule,"Neuwied, LK",Melsbach,15496,Grundschule Melsbach               ,-,Friedrich-Ebert-Str.,56581,Melsbach,	(02634)8305	,	(02634)921827	,	gs.melsbach@T-online.de	,-,öffentliche Schule,N,-,84,38,46,83,1,2,1,-,84,-,-,-,3,4,-,-
Grundschule,"Neuwied, LK",Neustadt (Wied),24841,Grundschule in der Au              ,-,Raiffeisenstr. 7,53577,Neustadt (Wied),	(02683)3588	,	(02683)939863	,	schulleitung.grundschule-neustadt@web.de	,http://www.grundschule-neustadt.de,öffentliche Schule,N,Angebotsform,207,114,93,192,15,34,19,-,207,-,-,-,8,5,-,-
Grundschule,"Neuwied, LK",Neuwied    ,11349,Friedrich-Ebert-Schule             ,Grundschule Oberbieber             ,Veilchenstr.,56566,Neuwied    ,	(02631)47656	,	(02631)948538	,	Grundschule_Oberbieber@t-online.de	,http://www.gs-oberbieber.bildung-rp.de,öffentliche Schule,N,Angebotsform,184,84,100,181,3,46,43,-,184,-,-,-,8,7,-,1
Grundschule,"Neuwied, LK",Neuwied    ,15873,Grundschule Geschwister-Scholl     ,-,Wallstr. 2,56564,Neuwied    ,	(02631)23379	,	(02631)356995	,	geschwister-scholl-schule@schulen-neuwied.de	,http://www.geschwister-scholl-schule-neuwied.de,öffentliche Schule,N,Angebotsform,320,156,164,254,66,223,157,-,320,-,-,-,13,10,-,-
Grundschule,"Neuwied, LK",Neuwied    ,15886,Grundschule Feldkirchen            ,-,Schillerstr. 41,56567,Neuwied    ,	(02631)72348	,	(02631)778897	,	gs-feldkirchen@schulen-neuwied.de	,http://www.gs-feldkirchen.de,öffentliche Schule,N,-,170,83,87,158,12,23,11,-,170,-,-,-,6,4,-,-
Grundschule,"Neuwied, LK",Neuwied    ,15890,Wülfersberg-Schule                 ,Grundschule Gladbach               ,Franz-Hals-Str. 6,56566,Neuwied    ,	(02631)49133	,	(02631)947743	,	www.wuelfersberg-grundschule@schulen-neuwied.de	,-,öffentliche Schule,N,-,80,35,45,74,6,10,4,-,80,-,-,-,4,2,-,-
Grundschule,"Neuwied, LK",Neuwied    ,15917,Grundschule an der Wied            ,Neuwied-Niederbieber               ,In der Lach 1,56567,Neuwied    ,	(02631)53022	,	(02631)956455	,	gs-an-der-wied@schulen-neuwied.de	,-,öffentliche Schule,N,-,208,103,105,194,14,82,68,-,208,-,-,-,10,3,-,-
Grundschule,"Neuwied, LK",Neuwied    ,17482,Grundschule Irlich                 ,-,Apostelstr. 5,56567,Neuwied    ,	(02631)71001	,	(02631)779999	,	st-georg-schule@schulen-neuwied.de	,http://www.st-georg-schule-irlich.de,öffentliche Schule,N,-,139,67,72,133,6,36,30,-,139,-,-,-,7,2,-,-
Grundschule,"Neuwied, LK",Neuwied    ,18743,Marienschule                       ,Grundschule                        ,Langendorfer Str. 165,56564,Neuwied    ,	(02631)23654	,	(02631)23655	,	marienschule@schulen-neuwied.de	,http://www.gs-marienschule.de,öffentliche Schule,N,Angebotsform,216,107,109,149,67,178,111,-,216,-,-,-,8,12,-,2
Grundschule,"Neuwied, LK",Neuwied    ,20676,Margaretenschule                   ,Grundschule                        ,Schulstr. 10,56566,Neuwied    ,	(02622) 82810	,	(02622) 972142	,	margaretenschule@schulen-neuwied.de	,-,öffentliche Schule,N,-,128,70,58,125,3,48,45,-,128,-,-,-,4,7,-,-
Grundschule,"Neuwied, LK",Neuwied    ,20680,Maria-Goretti-Schule               ,Grundschule Heimbach-Weis          ,Sayner Str. 3,56566,Neuwied    ,	(02622)81216	,	(02622)972140	,	maria-goretti-schule@schulen-neuwied.de	,-,öffentliche Schule,N,-,85,37,48,77,8,25,17,-,85,-,-,-,5,4,-,-
Grundschule,"Neuwied, LK",Neuwied    ,20873,Sonnenlandschule                   ,Grundschule                        ,Sonnenstr. 46,56564,Neuwied    ,	(02631)24045	,	(02631)356862	,	sonnenlandschule@schulen-neuwied.de	,http://www.sonnenlandschule.de,öffentliche Schule,N,Angebotsform,191,90,101,161,30,123,93,-,191,-,-,-,11,6,-,-
Grundschule,"Neuwied, LK",Neuwied    ,22736,Kunostein-Schule                   ,Grundschule Engers                 ,Orffstr. 22,56566,Neuwied    ,	(02622)2514	,	(02622)889953	,	kunostein-grundschule@schulen-neuwied.de	,-,öffentliche Schule,N,-,156,64,92,145,11,68,57,-,156,-,-,-,4,6,-,-
Grundschule,"Neuwied, LK",Neuwied    ,26720,Grundschule Heddesdorfer Berg      ,-,Ludwig-Erhard-Str. 14,56564,Neuwied    ,	(02631)950700	,	(02631)950709	,	gs-heddesdorfer-berg@schulen-neuwied.de	,http://www.gs-heddesdorfer-berg.bildung-rp.de,öffentliche Schule,N,-,170,85,85,162,8,95,87,-,170,-,-,-,1,9,-,-
Grundschule,"Neuwied, LK",Neuwied    ,27005,Freie Christliche Schule           ,Grundschule                        ,Nodhausener Str. 35,56567,Neuwied    ,	(02631-957000	,	02631-9569155	,	info@fcsn.de	,http://www.fcsn.de,private Schule,N,-,188,97,91,188,-,7,7,-,188,-,-,-,6,4,-,-
Grundschule,"Neuwied, LK",Niederbreitbach,15920,Neuerburgschule                    ,Grundschule                        ,Kurtscheider Str. 14,56589,Niederbreitbach,	(02638)5099	,	(02638)947877	,	neuerburg-schule@t-online.de	,-,öffentliche Schule,N,-,69,36,33,68,1,1,-,-,69,-,-,-,5,1,-,-
Grundschule,"Neuwied, LK",Puderbach,16547,Holzbachtalschule                  ,Grundschule                        ,Schulstr. 16-18,56305,Puderbach,	(02684)3530	,	(02684)978909	,	gs-puderbach@t-online.de	,http://www.grundschule-puderbach.de,öffentliche Schule,N,Angebotsform,273,140,133,272,1,45,44,-,273,-,-,-,8,10,-,-
Grundschule,"Neuwied, LK",Raubach,16607,Grundschule                        ,-,In der Au,56316,Raubach,	(02684 5302	,	02684 978656	,	gs-raubach@t-online.de	,-,öffentliche Schule,N,-,94,39,55,93,1,16,15,-,94,-,-,-,4,3,-,-
Grundschule,"Neuwied, LK",Rengsdorf,24674,Astrid-Lindgren-Schule             ,Grundschule                        ,Schulstr. 1,56579,Rengsdorf,	(02634)1403	,	(02634)3985	,	grundschule-rengsdorf@t-online.de	,-,öffentliche Schule,N,Angebotsform,206,85,121,204,2,29,27,-,206,-,-,-,7,7,-,1
Grundschule,"Neuwied, LK",Rheinbreitbach,16727,Gebrüder-Grimm-Schule              ,Grundschule                        ,Schulstr. 4,53619,Rheinbreitbach,	(02224)3307	,	(02224)919288	,	GebruederGrimmSchule@t-online.de	,-,öffentliche Schule,N,Angebotsform,171,67,104,125,46,51,5,-,171,-,-,-,9,2,-,-
Grundschule,"Neuwied, LK",Rheinbrohl,26986,Astrid-Lindgren-Schule             ,Grundschule                        ,Ruth-Dany-Weg 6,56598,Rheinbrohl,	(02635)922766	,	(02635)922768	,	info@grundschule-rheinbrohl	,http://www.grundschule-rheinbrohl.de,öffentliche Schule,N,Angebotsform,130,66,64,100,30,49,19,-,130,-,-,-,8,4,-,-
Grundschule,"Neuwied, LK",Sankt Katharinen (Landkreis Neuwied),23366,St. Georg-Schule                   ,Grundschule                        ,Am Sportplatz 10,53562,Sankt Katharinen (Landkreis Neuwied),	(02645)3170	,	02645/973955	,	grundschule@st-katharinen.de	,-,öffentliche Schule,N,-,121,61,60,117,4,35,31,-,121,-,-,-,7,2,-,-
Grundschule,"Neuwied, LK",Straßenhaus,17585,Grundschule Straßenhaus            ,-,Schulstr. 7,56587,Straßenhaus,	(02634)4333	,	(02634)956789	,	info@gs-strassenhaus.de	,http://ww.gs-strassenhaus.de,öffentliche Schule,N,-,218,115,103,212,6,55,49,-,218,-,-,-,9,9,-,-
Grundschule,"Neuwied, LK",Unkel  ,17962,Grundschule am Sonnenberg          ,-,Schulstr. 6,53572,Unkel  ,	(02224) 6504	,	(02224) 961527	,	mail@grundschule-unkel.de	,http://www.grundschule-unkel.de,öffentliche Schule,N,Angebotsform,194,86,108,184,10,43,33,-,194,-,-,-,9,2,-,-
Grundschule,"Neuwied, LK",Urbach,17989,Märkerwald-Schule                  ,Grundschule                        ,Postweg,56317,Urbach,	(02684)4266	,	(02684)959831	,	grass-nitsche@maerkerwald-schule.de	,-,öffentliche Schule,N,-,130,65,65,126,4,44,40,-,130,-,-,-,1,11,-,-
Grundschule,"Neuwied, LK",Vettelschoß,23589,Grundschule am Blauen See          ,-,Willscheider Weg 30,53560,Vettelschoß,	(02645)2633	,	(02645)971748	,	grundschule-vettelschoss@t-online	,-,öffentliche Schule,N,Angebotsform,137,79,58,136,1,3,2,-,137,-,-,-,3,10,-,-
Grundschule,"Neuwied, LK",Waldbreitbach,27321,Grundschule                        ,Waldbreitbach                      ,In der Au 38,56588,Waldbreitbach,	(02638)4250	,	(02638)9478471	,	grundschule@dhs-waldbreitbach.de	,http://www.dhs-waldbreitbach.de,öffentliche Schule,N,Angebotsform,123,59,64,114,9,27,18,-,123,-,-,-,5,7,-,-
Grundschule,"Neuwied, LK",Windhagen,18396,Erich Kästner-Schule               ,Grundschule                        ,Reinhard-Wirtgen-Str. 8,53578,Windhagen,	(02645)4926	,	(02645)971147	,	gs-windhagen@web.de	,-,öffentliche Schule,N,-,121,62,59,117,4,5,1,-,121,-,-,-,4,4,-,-
Grundschule,"Pirmasens, kreisfreie Stadt",Pirmasens   ,13468,Grundschule Gersbach/              ,Windsberg/Winzeln                  ,Oskar-Metz-Str. 1,66954,Pirmasens   ,	(06331)98284	,	(06331)141845	,	gs.gww@stadt-pirmasens.de	,http://www.gs-gww.de,öffentliche Schule,N,-,115,66,49,115,-,12,12,-,115,-,-,-,6,2,-,-
Grundschule,"Pirmasens, kreisfreie Stadt",Pirmasens   ,14012,Horebschule                        ,Grundschule                        ,Herzogstr. 41,66953,Pirmasens   ,	(06331)24030	,	(06331)240315	,	gs.horeb@stadt-pirmasens.de	,-,öffentliche Schule,N,-,171,72,99,132,39,76,37,-,171,-,-,-,8,5,-,-
Grundschule,"Pirmasens, kreisfreie Stadt",Pirmasens   ,14099,Grundschule Husterhöhe             ,-,Husterhöhstr. 25,66953,Pirmasens   ,	(06331)517210	,	(06331)517225	,	gs.husterhoehe@stadt-pirmasens.de	,-,öffentliche Schule,N,Angebotsform,120,53,67,114,6,45,39,-,120,-,-,-,9,2,-,1
