Schul-nummer,Kreis,Gemeinde,Rechtsform,Gesamtschule,Name der Schule,PLZ,Schulort,"Straße, Hausnummer",Telefon-vorwahl,Telefon-nummer,Ausländische Schüler,Kennung Internat,Vorklassen,Grundschulen,Förderstufe,Hauptschule,Mittelstufen-schule,Realschule,Integrierte Jahrgangs-stufe,Gymnasien,Förderschulen,Schulen für Erwachsene,Schüler insg. mit Vorklassen,Schüler insg. ohne Vorklassen,Fax,Email Adresse
7293,631,23,1,,Regenbogenschule Schlitzenhausen,36142,Tann (Rhön),Wiesenweg 6,6682,8530,,,,31,,,,,,,,,31,31,919436,poststelle@regenbogenschule.tann.schulverwaltung.hessen.de
7294,631,9,1,,Astrid-Lindgren-Schule Fulda-Galerie,36041,Fulda,Werner-Schmid-Straße 2,661,2503999,3,,,215,,,,,,,,,215,215,2506152,poststelle@als.fulda.schulverwaltung.hessen.de
7295,631,23,1,,Eberhardschule,36142,Tann (Rhön),Schulstraße 2,6682,345,,,,106,,,,,,,,,106,106,919437,poststelle@eberhardschule.tann.schulverwaltung.hessen.de
7299,632,2,1,,Ernst-von-Harnack-Schule,36251,Bad Hersfeld,Dreherstraße 25,6621,15800,25,,23,173,,,,,,,,,196,173,915490,poststelle@evhs.bad-hersfeld.schulverwaltung.hessen.de
7300,632,2,1,,Grundschule an der Sommerseite,36251,Bad Hersfeld,Meisebacher Straße 125,6621,73370,3,,,128,,,,,,,,,128,128,915943,poststelle@g-sommerseite.bad-hersfeld.schulverwaltung.hessen.de
7302,632,2,1,,Solztalschule,36251,Bad Hersfeld,Bommhutsweg 12,6621,61867,2,,,120,,,,,,,,,120,120,169776,poststelle@g.sorga.schulverwaltung.hessen.de
7305,632,2,1,,Kolibri-Schule,36251,Bad Hersfeld,Schulstraße 2,6621,3142,6,,,81,,,,,,,,,81,81,914721,poststelle@g.asbach.schulverwaltung.hessen.de
7306,632,2,1,,Lingg-Schule,36251,Bad Hersfeld,Wehneberger Straße 16,6621,73575,46,,29,292,,,,,,,,,321,292,917563,poststelle@lingg.bad-hersfeld.schulverwaltung.hessen.de
7307,632,2,1,,Wilhelm-Neuhaus-Schule,36251,Bad Hersfeld,Hainstraße 2,6621,73626,14,,11,213,,,,,,,,,224,213,916387,poststelle@wns.bad-hersfeld.schulverwaltung.hessen.de
7308,632,6,1,,Steigleder-Schule,36289,Friedewald,Große Hohle 12,6674,293,,,,67,,,,,,,,,67,67,918846,poststelle@g.friedewald.schulverwaltung.hessen.de
7309,632,7,1,,Astrid-Lindgren-Schule Hauneck,36282,Hauneck,Rotenseer Weg 21,6621,61201,3,,,106,,,,,,,,,106,106,968809,poststelle@g.hauneck.schulverwaltung.hessen.de
7313,632,9,1,,Georg-August-Zinn-Schule,36266,Heringen (Werra),Vachaer Straße 12,6624,446,9,,,252,,,,,,,,,252,252,542820,poststelle@g.heringen.schulverwaltung.hessen.de
7316,632,10,1,,Grundschule Hohenroda,36284,Hohenroda,Parkstraße 11,6676,395,1,,,110,,,,,,,,,110,110,918813,poststelle@g.hohenroda.schulverwaltung.hessen.de
7318,632,11,1,,Grundschule Aulatal,36275,Kirchheim,Schulstraße 17,6625,3346,5,,,121,,,,,,,,,121,121,915856,poststelle@g.kirchheim.schulverwaltung.hessen.de
7322,632,12,1,,Fuldatal-Schule,36251,Ludwigsau,Lutherstraße 18,6621,76294,3,,,159,,,,,,,,,159,159,650926,poststelle@g.ludwigsau.schulverwaltung.hessen.de
7330,632,14,1,,Grundschule Neuenstein,36286,Neuenstein,Schulstraße 18,6677,212,6,,,110,,,,,,,,,110,110,919203,poststelle@g.neuenstein.schulverwaltung.hessen.de
7331,632,16,1,,Kreuzbergschule,36269,Philippsthal (Werra),Schulweg 4,6620,305,,,,126,,,,,,,,,126,126,919061,poststelle@g.philippsthal.schulverwaltung.hessen.de
7334,632,19,1,,Grundschule Landeck,36277,Schenklengsfeld,Rathausstraße 3,6629,319,1,,12,160,,,,,,,,,172,160,808922,poststelle@g.schenklengsfeld.schulverwaltung.hessen.de
7337,633,5,1,,Mittelpunktschule Wilhelmsthal,34379,Calden,Weserstraße 9,5674,840,2,,,236,,,,,,,,,236,236,924481,poststelle@grundschule.calden.schulverwaltung.hessen.de
7338,633,10,1,,Burgbergschule,34393,Grebenstein,Hofgeismarer Straße 9,5674,1207,5,,,223,,,,,,,,,223,223,924475,poststelle@burgbergschule.grebenstein.schulverwaltung.hessen.de
7340,633,13,1,,Wiesenbergschule,34369,Hofgeismar,Schulstraße 11,5675,9665,,,,78,,,,,,,,,78,78,725524,poststelle@grundschule.huemme.schulverwaltung.hessen.de
7341,633,13,1,,Grundschule zur Friedenseiche Hombressen,34369,Hofgeismar,Am Sportplatz 1,5671,2778,,,,71,,,,,,,,,71,71,920622,poststelle@grundschule.hombressen.schulverwaltung.hessen.de
7342,633,13,1,,Würfelturmschule,34369,Hofgeismar,Unterer Graben 18,5671,2355,14,,17,362,,,,,,,,,379,362,5355,poststelle@grundschule.hofgeismar.schulverwaltung.hessen.de
7344,633,14,1,,Lilli-Jahn-Schule,34376,Immenhausen,Nordweg 10,5673,2651,14,,11,199,,,,,,,,,210,199,925773,poststelle@grundschule.immenhausen.schulverwaltung.hessen.de
7346,633,2,1,,Sieburgschule,34385,Bad Karlshafen,Carlstraße 27,5672,2839,22,,,139,,,,,,,,,139,139,925341,poststelle@sieburgschule.bad-karlshafen.schulverwaltung.hessen.de
7347,633,16,1,,Diemeltalschule,34396,Liebenau,Am Anhaltsberg 1,5676,433,2,,,60,,,,,,,,,60,60,925248,poststelle@diemeltalschule.liebenau.schulverwaltung.hessen.de
7350,633,21,1,,Grundschule Oberweser,34399,Oberweser,Jahnstraße 15,5572,341,4,,,106,,,,,,,,,106,106,921638,poststelle@g.oberweser.schulverwaltung.hessen.de
7351,633,22,1,,Lucas-Lossius-Schule,34359,Reinhardshagen,Graseweg 1,5544,450,,,,127,,,,,,,,,127,127,999906,poststelle@schule.reinhardshagen.schulverwaltung.hessen.de
7354,633,25,1,,Grundschule Diemelaue,34388,Trendelburg,Zur Abgunst 7,5675,9549,1,,,124,,,,,,,,,124,124,725525,poststelle@grundschule-diemelaue.trendelburg.schulverwaltung.hessen.de
7355,633,27,1,,Grundschule Wahlsburg,37194,Wahlsburg,Schulstraße 32 a,5572,398,6,,,147,,,,,,,,,147,147,921432,poststelle@grundschule.wahlsburg.schulverwaltung.hessen.de
7356,631,2,1,,Matthäus-Schule,36151,Burghaun,Schulweg 1,6652,3523,,,,45,,,,,,,,,45,45,917570,poststelle@matthaeus.burghaun.schulverwaltung.hessen.de
7357,631,2,1,,Ritter-von-Haune-Schule Burghaun,36151,Burghaun,Ostring 13,6652,1581,4,,,149,,,,,,,,,149,149,917519,poststelle@ritter-von-haune.burghaun.schulverwaltung.hessen.de
7358,631,7,1,,Grundschule Großentaft,36132,Eiterfeld,Am Schwesternhaus 7,6672,422,,,,40,,,,,,,,,40,40,919546,poststelle@g-grossentaft.eiterfeld.schulverwaltung.hessen.de
7362,632,8,1,,Haunetal-Schule,36166,Haunetal,Heinrich-Ruppel-Straße 16,6673,275,,,,93,,,,,,,,,93,93,919376,poststelle@g.haunetal.schulverwaltung.hessen.de
7367,631,15,1,,Grundschule Mackenzell,36088,Hünfeld,Dalbergstraße 7,6652,1656,,,,51,,,,,,,,,51,51,917507,poststelle@g-mackenzell.huenfeld.schulverwaltung.hessen.de
7371,631,15,1,,Johann-Adam-Förster-Schule,36088,Hünfeld,Ostlandring 10,6652,2695,5,,,147,,,,,,,,,147,147,917576,poststelle@j-a-foerster.huenfeld.schulverwaltung.hessen.de
7372,631,15,1,,Mittelpunktgrundschule Michelsrombach,36088,Hünfeld,Richard-Schick-Straße 12,6652,2790,,,,97,,,,,,,,,97,97,917572,poststelle@g-michelsrombach.huenfeld.schulverwaltung.hessen.de
7373,631,15,1,,Paul-Gerhardt-Schule Hünfeld,36088,Hünfeld,Mackenzeller Straße 4,6652,2693,9,,23,221,,,,,,,,,244,221,919609,poststelle@paul-gerhardt.huenfeld.schulverwaltung.hessen.de
7376,631,19,1,,Grundschule Nüsttal-Hofaschenbach,36167,Nüsttal,Schulstraße 15,6684,309,1,,,111,,,,,,,,,111,111,919183,poststelle@g.nuesttal.schulverwaltung.hessen.de
7379,631,22,1,,Hrabanusschule Rasdorf,36169,Rasdorf,Am Anger 32,6651,365,5,,,62,,,,,,,,,62,62,919431,poststelle@hrabanusschule.rasdorf.schulverwaltung.hessen.de
7382,633,3,1,,Friedrich-Ebert-Schule,34225,Baunatal,Akazienallee 23,561,4912738,15,,11,286,,,,,,,,,297,286,4912232,poststelle@gs.baunatal.schulverwaltung.hessen.de
7385,633,3,1,,Langenbergschule,34225,Baunatal,Burgbergstraße 33-35,5601,8581,4,,,325,,,,,,,,,325,325,894713,poststelle@langenbergschule.baunatal.schulverwaltung.hessen.de
7387,633,8,1,,Grundschule am Lindenplatz,34277,Fuldabrück,Kasseler Straße 10,561,5851234,4,,,88,,,,,,,,,88,88,5851285,poststelle@schule.fuldabrueck.schulverwaltung.hessen.de
7388,633,3,1,,Brüder-Grimm-Schule,34225,Baunatal,Dorothea-Viehmann-Straße 20,561,493359,3,,,155,,,,,,,,,155,155,9499750,poststelle@brueder-grimm-schule.baunatal.schulverwaltung.hessen.de
7390,633,23,1,,Grundschule Elgershausen,34270,Schauenburg,Unterer Kirchweg 5,5601,1420,2,,,150,,,,,,,,,150,150,920927,poststelle@g.elgershausen.schulverwaltung.hessen.de
7392,633,7,1,,Grundschule Espenau,34314,Espenau,Goethestraße 9,5673,1460,9,,,153,,,,,,,,,153,153,925567,poststelle@grundsch.espenau.schulverwaltung.hessen.de
7394,633,9,1,,Grundschule Simmershausen,34233,Fuldatal,Teichstraße 10,561,8150450,2,,,109,,,,,,,,,109,109,8150451,poststelle@grundschule.fuldatal.schulverwaltung.hessen.de
7395,633,8,1,,Hermann-Schafft-Schule,34277,Fuldabrück,Obere Feldstraße 11,561,4750893,2,,,149,,,,,,,,,149,149,4750894,poststelle@grundschule.fuldabrueck.schulverwaltung.hessen.de
7396,633,1,1,,Grundschule Heckershausen,34292,Ahnatal,An der Ahna 9,5609,2505,4,,,84,,,,,,,,,84,84,804311,poststelle@grundschule.heckershausen.schulverwaltung.hessen.de
7397,633,12,1,,Schäferland-Schule,34298,Helsa,Schulstraße 10,5605,2015,11,,,83,,,,,,,,,83,83,927230,poststelle@grundschule.helsa.schulverwaltung.hessen.de
7398,633,23,1,,Grundschule Hoof,34270,Schauenburg,Wahlgemeinde 19,5601,2250,,,,83,,,,,,,,,83,83,504337,poststelle@g.hoof.schulverwaltung.hessen.de
7399,633,23,1,,Johann-Friedrich-Krause-Schule,34270,Schauenburg,Leckenweg,5601,1553,9,,,91,,,,,,,,,91,91,504154,poststelle@jfks.schauenburg.schulverwaltung.hessen.de
7400,633,15,1,,Grundschule Niederkaufungen,34260,Kaufungen,Leipziger Straße 263,5605,2030,3,,,216,,,,,,,,,216,216,927366,poststelle@g.niederkaufungen.schulverwaltung.hessen.de
7401,633,17,1,,Schule Vollmarshausen,34253,Lohfelden,Kaufunger Straße 18,5608,1221,5,,,218,,,,,,,,,218,218,952086,poststelle@schule.vollmarshausen.schulverwaltung.hessen.de
7402,633,19,1,,Grundschule Nieste,34329,Nieste,Witzenhäuser Straße 44,5605,3511,3,,,91,,,,,,,,,91,91,927094,poststelle@grundschule.nieste.schulverwaltung.hessen.de
7403,633,9,1,,Geschwister-Scholl-Schule,34233,Fuldatal,Geschwister-Scholl-Straße,5607,388,16,,,50,,,,,,,,,62,62,933313,poststelle@grundschule.fuldatal-rothwesten.schulverwaltung.hessen.de
7404,633,20,1,,Grundschule Sandershausen,34266,Niestetal,Mühlenweg 14-16,561,523877,12,,,191,,,,,,,,,191,191,5296718,poststelle@grundschule.niestetal-sandershausen.schulverwaltung.hessen.de
7405,633,24,1,,Grundschule Söhrewald,34320,Söhrewald,Schulstraße 6,5608,1504,4,,,142,,,,,,,,,142,142,953029,poststelle@grundschule.soehrewald.schulverwaltung.hessen.de
7406,633,26,1,,Grundschule Niedervellmar,34246,Vellmar,Jahnstraße 13,561,9827950,9,,,164,,,,,,,,,164,164,98279518,poststelle@grundschule.vellmar-niedervellmar.schulverwaltung.hessen.de
7407,633,26,1,,Grundschule Frommershausen,34246,Vellmar,Simmershäuser Straße 10,561,9823980,2,,,106,,,,,,,,,106,106,821575,poststelle@gs-frommershausen.vellmar.schulverwaltung.hessen.de
7408,633,26,1,,Grundschule Obervellmar,34246,Vellmar,Heckershäuser Straße 54,561,821778,6,,10,213,,,,,,,,,223,213,8201431,poststelle@grundschule.obervellmar.schulverwaltung.hessen.de
7409,633,1,1,,Helfensteinschule,34292,Ahnatal,Schulstraße 12,5609,9812,3,,,111,,,,,,,,,111,111,808432,poststelle@grundschule.ahnatal.schulverwaltung.hessen.de
7411,534,1,1,,Grundschule Amöneburg,35287,Amöneburg,Petrus-Muskulus-Straße 1,6422,2318,,,,69,,,,,,,,,69,69,922010,poststelle@grundschule.amoeneburg.schulverwaltung.hessen.de
7413,534,1,1,,St. Martin Schule Mardorf,35287,Amöneburg,Dorfgraben 2,6429,443,,,,97,,,,,,,,,97,97,921724,poststelle@stmartinschule.mardorf.schulverwaltung.hessen.de
7416,534,6,1,,Grundschule Bürgeln,35091,Cölbe,Baumgartenstraße 12,6427,586,,,,48,,,,,,,,,48,48,930720,poststelle@grundschule.buergeln.schulverwaltung.hessen.de
7417,534,14,1,,Erich Kästner-Schule,35043,Marburg,Paul-Natorp-Straße 9-11,6421,948190,4,,,201,,,,,,,25,,226,226,9481929,poststelle@eks.marburg.schulverwaltung.hessen.de
7418,534,6,1,,Lindenschule Cölbe,35091,Cölbe,Schulstraße 4,6421,982013,5,,,102,,,,,,,,,102,102,870604,poststelle@lindenschule.coelbe.schulverwaltung.hessen.de
7419,534,6,1,,Grundschule Schönstadt,35091,Cölbe,Alte Poststraße 24,6427,930851,,,,66,,,,,,,,,66,66,930859,poststelle@grundschule.schoenstadt.schulverwaltung.hessen.de
7420,534,14,1,,Grundschule Cyriaxweimar,35043,Marburg,Cyriaxstraße 1,6421,31483,2,,,109,,,,,,,,,109,109,360315,poststelle@cyriaxweimar.marburg.schulverwaltung.hessen.de
7421,534,8,1,,Regenbogenschule Ebsdorf-Leidenhofen,35085,Ebsdorfergrund,Leidenhöfer Hohl 18,6424,1573,,,,73,,,,,,,,,73,73,3569,poststelle@regenbogenschule.ebsdorf-leidenhofen.schulverwaltung.hessen.de
7422,534,8,1,,Grundschule Dreihausen,35085,Ebsdorfergrund,Schulweg 20-22,6424,92249,,,,83,,,,,,,,,83,83,92259,poststelle@grundschule.dreihausen.schulverwaltung.hessen.de
7426,534,9,1,,Grundschule Fronhausen,35112,Fronhausen,Salzbödener Weg 2,6426,921053,5,,11,234,,,,,,,,,245,234,921055,poststelle@grundschule.fronhausen.schulverwaltung.hessen.de
7427,534,11,1,,Grundschule Großseelheim,35274,Kirchhain,Sonnenwiesenweg 2,6422,1686,1,,,110,,,,,,,,,110,110,890140,poststelle@grundschule.grossseelheim.schulverwaltung.hessen.de
7428,534,8,1,,Sonnenschule Hachborn,35085,Ebsdorfergrund,Schulstraße 8-10,6424,6736,,,,54,,,,,,,,,54,54,924437,poststelle@grundschule.hachborn.schulverwaltung.hessen.de
7430,534,11,1,,Grundschule Anzefahr-Niederwald,35274,Kirchhain,Obergasse 20,6422,1715,1,,,64,,,,,,,,,64,64,898282,poststelle@grundschule.anzefahr-niederwald.schulverwaltung.hessen.de
7433,534,11,1,,Grundschule Langenstein,35274,Kirchhain,Luchgasse 21,6422,2056,,,,65,,,,,,,,,65,65,8500625,poststelle@grundschule.langenstein.schulverwaltung.hessen.de
7435,534,12,1,,Otto-Ubbelohde-Schule Lahntal-Goßfelden,35094,Lahntal,Otto-Ubbelohde-Weg 27,6423,926003,2,,,117,,,,,,,,,117,117,926005,poststelle@ous.gossfelden.schulverwaltung.hessen.de
7437,534,12,1,,Wichtelhäuser-Schule Sterzhausen,35094,Lahntal,Schulstraße 4-6,6420,480,4,,,161,,,,,,,,,161,161,822693,poststelle@wichtelhaeuser-schule.sterzhausen.schulverwaltung.hessen.de
7439,534,13,1,,Grundschule Lohra,35102,Lohra,Schulstraße 19,6462,1650,4,,,189,,,,,,,,,189,189,407865,poststelle@grundschule.lohra.schulverwaltung.hessen.de
7440,534,14,1,,Grundschule Marbach,35041,Marburg,Haselhecke 15-17,6421,31867,,,,147,,,,,,,,,147,147,360680,poststelle@marbach.marburg.schulverwaltung.hessen.de
7441,534,14,1,,Grundschule Michelbach,35041,Marburg,Birkenstraße 10,6420,7823,1,,,106,,,,,,,,,106,106,822349,poststelle@michelbach.marburg.schulverwaltung.hessen.de
7442,534,16,1,,Grundschule Mengsberg-Momberg,35279,Neustadt (Hessen),Zum Engelhain 13,6692,6485,,,,65,,,,,,,,,65,65,918913,poststelle@grundschule.mengsberg-momberg.schulverwaltung.hessen.de
7443,534,15,1,,Grundschule Münchhausen,35117,Münchhausen,Schulweg 8,6457,340,,,,119,,,,,,,,,119,119,899962,poststelle@grundschule.muenchhausen.schulverwaltung.hessen.de
7446,534,18,1,,Grundschule Niederklein,35260,Stadtallendorf,Zur Schule 12,6429,7208,,,,43,,,,,,,,,43,43,829146,poststelle@grundschule.niederklein.schulverwaltung.hessen.de
7448,534,8,1,,Grundschule Rauischholzhausen,35085,Ebsdorfergrund,Von-Stumm-Straße 2,6424,4642,,,,41,,,,,,,,,41,41,964280,poststelle@grundschule.rauischholzhausen.schulverwaltung.hessen.de
7452,534,17,1,,Grundschule Rauschenberg,35282,Rauschenberg,Siedlungsstraße 25,6425,344,3,,,132,,,,,,,,,132,132,821690,poststelle@grundschule.rauschenberg.schulverwaltung.hessen.de
7455,534,14,1,,Tausendfüßler-Schule,35043,Marburg,Zelterstraße 12,6424,1554,5,,,115,,,,,,,,,115,115,964530,poststelle@tfs-schroeck.marburg.schulverwaltung.hessen.de
7457,534,18,1,,Grundschule I,35260,Stadtallendorf,Niederrheinische Straße 15,6428,7215,14,,8,333,,,,,,,,,341,333,440432,poststelle@g1.stadtallendorf.schulverwaltung.hessen.de
7460,534,18,1,,Grundschule Schweinsberg,35260,Stadtallendorf,Weidenhausen 2,6429,921715,1,,,66,,,,,,,,,66,66,921709,poststelle@grundschule.schweinsberg.schulverwaltung.hessen.de
7462,534,18,1,,Grundschule II,35260,Stadtallendorf,Heinrich-Schneider-Straße 48,6428,7287,82,,,412,,,,,,,,,438,438,441951,poststelle@g2.stadtallendorf.schulverwaltung.hessen.de
7464,534,14,1,,Waldschule Wehrda,35041,Marburg,Lärchenweg 29,6421,9830000,8,,,160,,,,,,,,,160,160,98300020,poststelle@ww.marburg.schulverwaltung.hessen.de
7466,534,20,1,,Grundschule Niederweimar,35096,Weimar,Herborner Straße 46,6421,78097,2,,,127,,,,,,,,,127,127,78060,poststelle@grundschule.niederweimar.schulverwaltung.hessen.de
7469,534,21,1,,Burgwaldschule Wetter,35083,Wetter (Hessen),Amönauer Straße 8,6423,926011,29,,,218,,,,,,,,,238,238,9690906,poststelle@burgwaldschule.wetter.schulverwaltung.hessen.de
7470,534,21,1,,Grundschule Amönau,35083,Wetter (Hessen),Raiffeisenstraße 6,6423,6214,,,,57,,,,,,,,,57,57,963856,poststelle@grundschule.amoenau.schulverwaltung.hessen.de
7471,534,8,1,,Grundschule Wittelsberg,35085,Ebsdorfergrund,Birkenweg 2,6424,1090,1,,,94,,,,,,,,,94,94,964269,poststelle@grundschule.wittelsberg.schulverwaltung.hessen.de
7472,534,22,1,,Grundschule Wohra,35288,Wohratal,Halsdorfer Straße 3,6453,7461,3,,,59,,,,,,,,,59,59,911706,poststelle@grundschule.wohra.schulverwaltung.hessen.de
7473,534,22,1,,Mittelpunktschule Wohratal,35288,Wohratal,Am Steinboß 8,6425,921010,2,,,45,69,35,,84,,,,,233,233,921012,poststelle@mps.wohratal.schulverwaltung.hessen.de
7475,634,15,1,,Georg-August-Zinn-Schule Altmorschen,34326,Morschen,Jägerpfad 7,5664,459,,,,91,,,,,,,,,91,91,930584,poststelle@g.altmorschen.schulverwaltung.hessen.de
7479,634,3,1,,Grundschule am Kirschberg,34587,Felsberg,Stadtacker 5,5662,3777,1,,,115,,,,,,,,,115,115,400633,poststelle@g.neuenbrunslar.schulverwaltung.hessen.de
7482,634,3,1,,Heiligenbergschule Gensungen,34587,Felsberg,Beuernsche Straße 38,5662,2139,3,,10,241,,,,,,,24,,275,265,930136,poststelle@g.gensungen.schulverwaltung.hessen.de
7485,632,1,1,,Lindenschule,36211,Alheim,Schulstraße 3,5664,1263,3,,,174,,,,,,,,,174,174,932336,poststelle@g.heinebach.schulverwaltung.hessen.de
7486,634,12,1,,Grundschule Körle,34327,Körle,Am Eselspfade 4,5665,30441,1,,,97,,,,,,,,,97,97,922806,poststelle@g.koerle.schulverwaltung.hessen.de
7488,634,13,1,,Astrid-Lindgren-Schule,34323,Malsfeld,Schulstraße 21,5661,8081,7,,,125,,,,,,,,,125,125,921529,poststelle@g.malsfeld.schulverwaltung.hessen.de
7489,634,14,1,,Christian-Bitter-Schule,34212,Melsungen,Franz-Gleim-Straße 64,5661,3660,9,,,219,,,,,,,,,219,219,921559,poststelle@g.melsungenc.schulverwaltung.hessen.de
7490,634,14,1,,Wolfgang-Fleischert-Schule,34212,Melsungen,Ostwaldstraße 16,5661,8444,1,,,43,,,,,,,,,43,43,9221702,poststelle@g.roehrenfurth.schulverwaltung.hessen.de
7491,634,14,1,,Schule Am Schloth,34212,Melsungen,Schloth 21,5661,3440,13,,,157,,,,,,,,,157,157,921540,poststelle@g.melsungens.schulverwaltung.hessen.de
7503,632,3,1,,Brüder-Grimm-Schule,36179,Bebra,Luisenstraße 22,6622,2570,34,,23,319,,,,,,,,,342,319,918342,poststelle@g.bebra.schulverwaltung.hessen.de
7505,632,3,1,,Schule im Baumgarten,36179,Bebra,Im Baumgarten 1,6622,2259,5,,,61,,,,,,,,,61,61,430960,poststelle@gb.breitenbach.schulverwaltung.hessen.de
7507,632,3,1,,Ulfetal-Schule,36179,Bebra,Schulstraße 26 a,6622,7120,,,,62,,,,,,,,,62,62,430945,poststelle@g.weiterode.schulverwaltung.hessen.de
7508,632,5,1,,Eichendorff-Schule,36219,Cornberg,Bergstraße 45,5650,319,3,,,64,,,,,,,,,64,64,921108,poststelle@g.cornberg.schulverwaltung.hessen.de
7510,632,18,1,,Haselbachschule,36199,Rotenburg a. d. Fulda,Schulstraße 16,6623,2251,1,,,108,,,,,,,,,108,108,918445,poststelle@g.lispenhausen.schulverwaltung.hessen.de
7512,632,13,1,,Tannenberg-Schule,36214,Nentershausen,Schulweg 10,6627,236,1,,,60,,,,,,,,,60,60,919594,poststelle@g.nentershausen.schulverwaltung.hessen.de
7516,634,11,1,,Grundschule Rengshausen,34593,Knüllwald,Am Schulpark 1,5685,1400,,,,72,,,,,,,,,72,72,930206,poststelle@g.rengshausen.schulverwaltung.hessen.de
7517,632,17,1,,Grundschule Ronshausen,36217,Ronshausen,Mühlweg 22,6622,8035,3,,,88,,,,,,,,,88,88,918240,poststelle@g.ronshausen.schulverwaltung.hessen.de
7519,632,18,1,,Albert-Schweitzer-Schule,36199,Rotenburg a. d. Fulda,Breitinger Kirchweg 6,6623,3292,23,,17,330,,,,,,,,,347,330,919817,poststelle@g.rotenburg.schulverwaltung.hessen.de
7522,636,11,1,,Wiesenschule Ulfen,36205,Sontra,Rendaer Straße 13 a,5653,1291,1,,,31,,,,,,,,,31,31,915632,poststelle@g.ulfen.schulverwaltung.hessen.de
7524,632,20,1,,Schule am Rhäden,36208,Wildeck,Rhädenweg 11,6626,8210,5,,,158,,,,,,,,,158,158,919599,poststelle@g.obersuhl.schulverwaltung.hessen.de
7526,632,20,1,,Grundschule Hönebach,36208,Wildeck,Schulstraße 12,6678,1330,,,,31,,,,,,,,,31,31,918451,poststelle@g.hoenebach.schulverwaltung.hessen.de
7528,635,2,1,,Grundschule Neuer Garten in Bad Arolsen,34454,Bad Arolsen,Zolderstraße 4,5691,1221,21,,,203,,,,,,,,,203,203,1278,poststelle@g.badarolsen.schulverwaltung.hessen.de
7530,635,2,1,,Grundschule Helsen,34454,Bad Arolsen,Professor-Bier-Straße 53,5691,3993,2,,,126,,,,,,,,,126,126,912386,poststelle@g.helsen.schulverwaltung.hessen.de
7532,635,2,1,,Kaulbach-Schule,34454,Bad Arolsen,Große Allee 71,5691,2501,81,,,,150,153,,248,,,,,581,581,6511,poststelle@hr.badarolsen.schulverwaltung.hessen.de
7537,635,3,1,,Grundschule Helenental,34537,Bad Wildungen,Helenenquellenweg 4,5621,5468,8,,,219,,,,,,,,,219,219,1698,poststelle@g.badwildungenh.schulverwaltung.hessen.de
7539,635,3,1,,Ense-Schule,34537,Bad Wildungen,Brüder-Grimm-Straße 4,5621,967570,42,,,,83,75,,168,,,,,326,326,9675715,poststelle@hr.badwildungen.schulverwaltung.hessen.de
7540,635,3,1,,Auenbergschule Odershausen,34537,Bad Wildungen,Marburger Straße 9,5621,71203,,,,121,,,,,,,,,121,121,960657,poststelle@g.odershausen.schulverwaltung.hessen.de
7542,635,7,1,,Mittelpunktschule Adorf,34519,Diemelsee,Dansenberg 28,5633,864,17,,,180,55,45,,81,,,,,361,361,887,poststelle@ghr.adorf.schulverwaltung.hessen.de
7544,635,8,1,,Grundschule Wrexen,34474,Diemelstadt,Schulstraße 10,5642,8490,2,,,73,,,,,,,,,73,73,94145,poststelle@g.wrexen.schulverwaltung.hessen.de
7545,635,8,1,,Schlossbergschule Rhoden,34474,Diemelstadt,Walme 5-7,5694,377,9,,,91,,55,,105,,,,,251,251,995028,poststelle@ghr.rhoden.schulverwaltung.hessen.de
7555,635,15,1,,Berliner Schule,34497,Korbach,Karpatenstraße 16,5631,2845,21,,15,169,,,,,,,,,184,169,914475,poststelle@g.korbachb.schulverwaltung.hessen.de
7556,635,15,1,,Westwallschule,34497,Korbach,Westwall 24,5631,3170,4,,,211,,,,,,,,,211,211,914735,poststelle@g.korbachw.schulverwaltung.hessen.de
7560,635,15,1,,Schule Marker Breite,34497,Korbach,Marker Breite 16,5631,64394,15,,,187,,,,,,,,,187,187,98082,poststelle@g.korbachm.schulverwaltung.hessen.de
7566,635,16,1,,Mittelpunktschule Goddelsheim,35104,Lichtenfels,Sachsenberger Straße 28,5636,207,12,,,148,83,54,,150,,,,,435,435,1769,poststelle@ghr.goddelsheim.schulverwaltung.hessen.de
7567,635,16,1,,Grundschule Sachsenberg,35104,Lichtenfels,Orker Straße 13,6454,680,,,,73,,,,,,,,,73,73,911999,poststelle@g.sachsenberg.schulverwaltung.hessen.de
7568,635,2,1,,Nicolai-Schule Mengeringhausen,34454,Bad Arolsen,Schulstraße 4,5691,3951,5,,10,148,,,,,,,,,158,148,911728,poststelle@g.mengeringhausen.schulverwaltung.hessen.de
7569,635,18,1,,Grundschule Twistetal,34477,Twistetal,Jahnstraße 1,5631,8157,,,,129,,,,,,,,,129,129,504050,poststelle@g.berndorf.schulverwaltung.hessen.de
7572,635,22,1,,Diemeltalschule,34508,Willingen (Upland),Schulstraße 2,5632,7047,3,,,83,,,,,,,,,83,83,7047,poststelle@g.usseln.schulverwaltung.hessen.de
7573,635,21,1,,Grundschule Höringhausen,34513,Waldeck,Hauptstraße 41,5634,554,,,,78,,,,,,,,,78,78,995416,poststelle@g.hoeringhausen.schulverwaltung.hessen.de
7575,635,21,1,,Mittelpunktschule Sachsenhausen,34513,Waldeck,Werbaer Straße 4,5634,1820,26,,,120,60,31,,118,,,,,345,345,7753,poststelle@ghr.sachsenhausen.schulverwaltung.hessen.de
